Fighter,Date,Event,Class,Opponent,Method,Length,Result
Rolando Dy,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Featherweight,Shane Young,KO/TKO,"R2, 4:40",Loss
Rolando Dy,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Featherweight,Wuliji Buren,Decision - Unanimous,R3,Win
Rolando Dy,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Featherweight,Teruto Ishihara,Decision - Unanimous,R3,Loss
Rolando Dy,6/17/2017,UFC Fight Night: Holm vs. Correia,Featherweight,Alex Caceres,TKO - Doctor's Stoppage,"R2, 5:00",Loss
Frank Camacho,9/8/2018,UFC 228: Woodley vs. Till,Welterweight,Geoff Neal,KO/TKO,"R2, 1:23",Loss
Frank Camacho,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Welterweight,Drew Dober,Decision - Unanimous,R3,Loss
Frank Camacho,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Lightweight,Damien Brown,Decision - Split,R3,Win
Frank Camacho,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Li Jingliang,Decision - Unanimous,R3,Loss
Dominick Reyes,10/6/2018,UFC 229: Khabib vs. McGregor,Light Heavyweight,Ovince Saint Preux,Decision - Unanimous,R3,Win
Dominick Reyes,5/19/2018,UFC Fight Night: Maia vs. Usman,Light Heavyweight,Jared Cannonier,KO/TKO,"R1, 2:55",Win
Dominick Reyes,12/2/2017,UFC 218: Holloway vs. Aldo 2,Light Heavyweight,Jeremy Kimball,Submission,"R1, 3:39",Win
Dominick Reyes,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Light Heavyweight,Joachim Christensen,KO/TKO,"R1, 0:29",Win
Cody Stamann,9/8/2018,UFC 228: Woodley vs. Till,Bantamweight,Aljamain Sterling,Submission,"R2, 3:42",Loss
Cody Stamann,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Bryan Caraway,Decision - Split,R3,Win
Cody Stamann,10/7/2017,UFC 216: Ferguson vs. Lee,Bantamweight,Tom Duquesnoy,Decision - Split,R3,Win
Cody Stamann,7/8/2017,UFC 213: Romero vs. Whittaker,Featherweight,Terrion Ware,Decision - Unanimous,R3,Win
Terrion Ware,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Bantamweight,Merab Dvalishvili,Decision - Unanimous,R3,Loss
Terrion Ware,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Bantamweight,Tom Duquesnoy,Decision - Unanimous,R3,Loss
Terrion Ware,12/1/2017,The Ultimate Fighter 26 Finale,Bantamweight,Sean O'Malley,Decision - Unanimous,R3,Loss
Terrion Ware,7/8/2017,UFC 213: Romero vs. Whittaker,Featherweight,Cody Stamann,Decision - Unanimous,R3,Loss
Calvin Kattar,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Featherweight,Chris Fishgold,KO/TKO,"R1, 4:11",Win
Calvin Kattar,4/7/2018,UFC 223: Khabib vs. Iaquinta,Featherweight,Renato Moicano,Decision - Unanimous,R3,Loss
Calvin Kattar,1/20/2018,UFC 220: Miocic vs. Ngannou,Featherweight,Shane Burgos,KO/TKO,"R3, 0:32",Win
Calvin Kattar,7/29/2017,UFC 214: Cormier vs. Jones 2,Featherweight,Andre Fili,Decision - Unanimous,R3,Win
Julio Arce,11/3/2018,UFC 230: Cormier vs. Lewis,Featherweight,Sheymon Moraes,Decision - Split,R3,Loss
Julio Arce,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Featherweight,Daniel Teymur,Submission,"R3, 2:55",Win
Julio Arce,1/20/2018,UFC 220: Miocic vs. Ngannou,Featherweight,Dan Ige,Decision - Unanimous,R3,Win
Julio Arce,8/8/2017,DWTNCS 5,Featherweight,Peter Petties,KO/TKO,"R2, 2:39",Win
Alexandra Albu,2/17/2019,UFC Fight Night: Phoenix,Women's Strawweight,Emily Whitmire,,,
Alexandra Albu,7/29/2017,UFC 214: Cormier vs. Jones 2,Women's Strawweight,Kailin Curran,Decision - Unanimous,R3,Win
Alexandra Albu,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Women's Strawweight,Izabela Badurek,Submission,"R2, 3:34",Win
Nathan Coy,4/15/2017,UFC Fight Night: Johnson vs. Reis,Welterweight,Zak Cummings,Submission,"R1, 4:21",Loss
Nathan Coy,2/21/2016,UFC Fight Night: Cowboy vs Cowboy,Welterweight,Jonavin Webb,Decision - Unanimous,R3,Win
Nathan Coy,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Welterweight,Danny Roberts,Submission,"R1, 2:46",Loss
Kurt Holobaugh,11/3/2018,UFC 230: Cormier vs. Lewis,Featherweight,Shane Burgos,Submission,"R1, 2:11",Loss
Kurt Holobaugh,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Featherweight,Raoni Barcelos,KO/TKO,"R3, 1:29",Loss
Kurt Holobaugh,4/27/2013,UFC 159: Jones vs. Sonnen,Featherweight,Steven Siler,Decision - Unanimous,R3,Loss
Sabah Homasi,1/20/2018,UFC 220: Miocic vs. Ngannou,Welterweight,Abdul Razak Alhassan,KO/TKO,"R1, 3:47",Loss
Sabah Homasi,12/2/2017,UFC 218: Holloway vs. Aldo 2,Welterweight,Abdul Razak Alhassan,KO/TKO,"R1, 4:21",Loss
Sabah Homasi,8/20/2016,UFC 202: Diaz vs. McGregor 2,Welterweight,Tim Means,KO/TKO,"R2, 2:56",Loss
Keith Berish,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Middleweight,Ryan Janes,Decision - Unanimous,R3,Loss
Keith Berish,7/6/2014,TUF 19 Finale,Light Heavyweight,Robert Drysdale,Overturned,"R1, 2:03",Draw
Mickael Lebout,10/24/2015,UFC Fight Night: Holohan vs Smolka,Lightweight,Stevie Ray,Decision - Unanimous,R3,Loss
Mickael Lebout,7/18/2015,UFC Fight Night: Bisping vs Leites,Lightweight,Teemu Packalen,Decision - Unanimous,R3,Win
Mickael Lebout,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight,Sergio Moraes,Decision - Unanimous,R3,Loss
Magomed Mustafaev,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Lightweight,Kevin Lee,Submission,"R2, 4:31",Loss
Magomed Mustafaev,12/12/2015,UFC 194: Aldo vs McGregor,Lightweight,Joe Proctor,KO/TKO,"R1, 1:54",Win
Magomed Mustafaev,6/20/2015,UFC Fight Night: Jedrzejczyk vs Penne,Lightweight,Piotr Hallmann,TKO - Doctor's Stoppage,"R2, 3:24",Win
Ryan Hall,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Lightweight,BJ Penn,,,
Ryan Hall,12/3/2016,The Ultimate Fighter 24 Finale,Featherweight,Gray Maynard,Decision - Unanimous,R3,Win
Ryan Hall,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Artem Lobov,Decision - Unanimous,"R3, 5:00",Win
Julian Erosa,11/10/2018,UFC Fight Night: Korean Zombie vs. Rodriguez,Lightweight,Devonte Smith,KO/TKO,"R1, 0:46",Loss
Julian Erosa,3/5/2016,UFC 196: McGregor vs Diaz,Featherweight,Teruto Ishihara,KO/TKO,"R2, 0:34",Loss
Julian Erosa,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Marcin Wrzosek,Decision - Split,R3,Win
Damian Grabowski,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Heavyweight,Chase Sherman,Decision - Unanimous,R3,Loss
Damian Grabowski,7/30/2016,UFC 201: Lawler vs. Woodley,Heavyweight,Anthony Hamilton,KO/TKO,"R1, 0:14",Loss
Damian Grabowski,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Heavyweight,Derrick Lewis,KO/TKO,"R1, 2:17",Loss
Jessin Ayari,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Lightweight,Stevie Ray,Decision - Unanimous,R3,Loss
Jessin Ayari,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Darren Till,Decision - Unanimous,R3,Loss
Jessin Ayari,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Welterweight,Jimmy Wallhead,Decision - Split,R3,Win
Jonathan Meunier,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Welterweight,Richard Walsh,Decision - Unanimous,R3,Win
Jonathan Meunier,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Welterweight,Colby Covington,Submission,"R3, 4:06",Loss
Josh Stansbury,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Light Heavyweight,Jeremy Kimball,KO/TKO,"R1, 1:21",Loss
Josh Stansbury,12/3/2016,The Ultimate Fighter 24 Finale,Light Heavyweight,Devin Clark,Decision - Unanimous,R3,Loss
Josh Stansbury,7/8/2016,The Ultimate Fighter 23 Finale,Light Heavyweight,Cory Hendricks,Decision - Majority,R3,Win
Felipe Silva,5/19/2018,UFC Fight Night: Maia vs. Usman,Lightweight,Claudio Puelles,Submission,"R3, 2:23",Loss
Felipe Silva,9/2/2017,UFC Fight Night: Volkov vs. Struve,Lightweight,Mairbek Taisumov,KO/TKO,"R1, 1:24",Loss
Felipe Silva,8/27/2016,UFC Fight Night: Maia vs. Condit,Lightweight,Shane Campbell,KO/TKO,"R1, 1:13",Win
Jason Gonzalez,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Lightweight,Gregor Gillespie,Submission,"R2, 2:11",Loss
Jason Gonzalez,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Lightweight,JC Cottrell,Submission,"R1, 3:54",Win
Jason Gonzalez,9/10/2016,UFC 203: Miocic vs. Overeem,Lightweight,Drew Dober,KO/TKO,"R1, 1:45",Loss
Veronica Macedo,5/19/2018,UFC Fight Night: Maia vs. Usman,Women's Flyweight,Andrea Lee,Decision - Unanimous,R3,Loss
Veronica Macedo,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Women's Bantamweight,Ashlee Evans-Smith,KO/TKO,"R3, 2:46",Loss
Jamie Moyle,7/7/2018,UFC 226: Miocic vs. Cormier,Women's Strawweight,Emily Whitmire,Decision - Unanimous,R3,Loss
Jamie Moyle,6/3/2017,UFC 212: Aldo vs. Holloway,Women's Strawweight,Viviane Pereira,Decision - Unanimous,R3,Loss
Jamie Moyle,12/3/2016,The Ultimate Fighter 24 Finale,Women's Strawweight,Kailin Curran,Decision - Unanimous,R3,Win
Charlie Ward,7/16/2017,UFC Fight Night: Nelson vs. Ponzinibbio,Welterweight,Galore Bofando,KO/TKO,"R1, 2:10",Loss
Charlie Ward,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Welterweight,Abdul Razak Alhassan,KO/TKO,"R1, 0:53",Loss
Gadzhimurad Antigulov,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Light Heavyweight,Ion Cutelaba,KO/TKO,"R1, 4:25",Loss
Gadzhimurad Antigulov,5/13/2017,UFC 211: Miocic vs. Dos Santos,Light Heavyweight,Joachim Christensen,Submission,"R1, 2:21",Win
Gadzhimurad Antigulov,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Light Heavyweight,Marcos Rogerio de Lima,Submission,"R1, 1:07",Win
Martin Bravo,7/6/2018,UFC - TUF 27 Finale,Featherweight,Alex Caceres,Decision - Split,R3,Loss
Martin Bravo,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Featherweight,Humberto Bandenay,KO/TKO,"R1, 0:26",Loss
Martin Bravo,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Claudio Puelles,KO/TKO,"R2, 1:55",Win
Claudio Puelles,5/19/2018,UFC Fight Night: Maia vs. Usman,Lightweight,Felipe Silva,Submission,"R3, 2:23",Win
Claudio Puelles,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Lightweight,Martin Bravo,KO/TKO,"R2, 1:55",Loss
Brian Camozzi,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Welterweight,Geoff Neal,Submission,"R1, 2:48",Loss
Brian Camozzi,7/8/2017,UFC 213: Romero vs. Whittaker,Welterweight,Chad Laprise,KO/TKO,"R3, 1:27",Loss
Brian Camozzi,12/9/2016,UFC Fight Night: Lewis vs. Abdurakhimov,Welterweight,Randy Brown,KO/TKO,"R2, 1:25",Loss
Dmitry Sosnovskiy,2/2/2019,UFC Fight Night: Assuncao vs. Moraes 2,Heavyweight,Junior Albini,,,
Dmitry Sosnovskiy,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Heavyweight,Mark Godbeer,Submission,"R2, 4:29",Win
Marcel Fortuna,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Light Heavyweight,Jake Collier,Decision - Unanimous,R3,Loss
Marcel Fortuna,7/7/2017,The Ultimate Fighter 25 Finale,Light Heavyweight,Jordan Johnson,Decision - Unanimous,R3,Loss
Marcel Fortuna,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Heavyweight,Anthony Hamilton,KO/TKO,"R1, 3:10",Win
Gavin Tucker,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Featherweight,Rick Glenn,Decision - Unanimous,R3,Loss
Gavin Tucker,2/19/2017,UFC Fight Night: Lewis vs. Browne,Featherweight,Sam Sicilia,Decision - Unanimous,R3,Win
Gina Mazany,5/27/2018,UFC Fight Night: Thompson vs. Till,Women's Bantamweight,Lina Lansberg,Decision - Unanimous,R3,Loss
Gina Mazany,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Women's Bantamweight,Wu Yanan,Decision - Unanimous,R3,Win
Gina Mazany,2/19/2017,UFC Fight Night: Lewis vs. Browne,Women's Bantamweight,Sara McMann,Submission,"R1, 1:14",Loss
Daniel Spitz,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Heavyweight,Walt Harris,KO/TKO,"R2, 4:59",Loss
Daniel Spitz,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Heavyweight,Anthony Hamilton,KO/TKO,"R1, 0:24",Win
Daniel Spitz,3/4/2017,UFC 209: Woodley vs. Thompson 2,Heavyweight,Mark Godbeer,Decision - Unanimous,R3,Loss
Magomed Bibulatov,2/2/2019,UFC Fight Night: Assuncao vs. Moraes 2,Flyweight,Rogerio Bontorin,,,
Magomed Bibulatov,10/7/2017,UFC 216: Ferguson vs. Lee,Flyweight,John Moraga,KO/TKO,"R1, 1:38",Loss
Magomed Bibulatov,4/8/2017,UFC 210: Cormier vs. Johnson 2,Flyweight,Jenel Lausa,Decision - Unanimous,R3,Win
Luke Jumeau,2/10/2018,UFC 221: Romero vs. Rockhold,Welterweight,Daichi Abe,Decision - Unanimous,R3,Win
Luke Jumeau,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Welterweight,Shinsho Anzai,Decision - Unanimous,R3,Loss
Luke Jumeau,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Welterweight,Dominique Steele,Decision - Unanimous,R3,Win
Adam Wieczorek,11/3/2018,UFC 230: Cormier vs. Lewis,Heavyweight,Marcos Rogerio de Lima,Decision - Unanimous,R3,Loss
Adam Wieczorek,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Heavyweight,Arjan Bhullar,Submission,"R2, 1:59",Win
Adam Wieczorek,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Heavyweight,Anthony Hamilton,Decision - Unanimous,R3,Win
Charles Byrd,9/8/2018,UFC 228: Woodley vs. Till,Middleweight,Darren Stewart,KO/TKO,"R2, 2:17",Loss
Charles Byrd,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Middleweight,John Phillips,Submission,"R1, 3:58",Win
Charles Byrd,8/15/2017,DWTNCS 6,Middleweight,Randall Wallace,Submission,"R2, 2:03",Win
Aleksandar Rakic,12/8/2018,UFC 231: Holloway vs. Ortega,Light Heavyweight,Devin Clark,KO/TKO,"R1, 4:05",Win
Aleksandar Rakic,7/22/2018,UFC Fight Night: Shogun vs. Smith,Light Heavyweight,Justin Ledet,Decision - Unanimous,R3,Win
Aleksandar Rakic,9/2/2017,UFC Fight Night: Volkov vs. Struve,Light Heavyweight,Francimar Barroso,Decision - Unanimous,R3,Win
Joseph Morales,11/10/2018,UFC Fight Night: Korean Zombie vs. Rodriguez,Flyweight,Eric Shelton,Decision - Split,R3,Loss
Joseph Morales,2/3/2018,UFC Fight Night: Machida vs. Anders,Flyweight,Deiveson Figueiredo,KO/TKO,"R2, 4:34",Loss
Joseph Morales,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Flyweight,Roberto Sanchez,Submission,"R1, 3:56",Win
Gokhan Saki,7/7/2018,UFC 226: Miocic vs. Cormier,Light Heavyweight,Khalil Rountree Jr.,KO/TKO,"R1, 1:36",Loss
Gokhan Saki,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Light Heavyweight,Henrique da Silva,KO/TKO,"R1, 4:45",Win
Syuri Kondo,11/24/2018,UFC Fight Night: Blaydes vs. Ngannou 2,Women's Strawweight,Yan Xiaonan,Decision - Unanimous,R3,Loss
Syuri Kondo,5/19/2018,UFC Fight Night: Maia vs. Usman,Women's Strawweight,Poliana Botelho,KO/TKO,"R1, 0:33",Loss
Syuri Kondo,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Women's Strawweight,Chanmi Jeon,Decision - Split,R3,Win
Arjan Bhullar,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Heavyweight,Marcelo Golm,Decision - Unanimous,R3,Win
Arjan Bhullar,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Heavyweight,Adam Wieczorek,Submission,"R2, 1:59",Loss
Arjan Bhullar,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Heavyweight,Luis Henrique,Decision - Unanimous,R3,Win
Daichi Abe,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Li Jingliang,Decision - Unanimous,R3,Loss
Daichi Abe,2/10/2018,UFC 221: Romero vs. Rockhold,Welterweight,Luke Jumeau,Decision - Unanimous,R3,Loss
Daichi Abe,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Welterweight,Hyun Gyu Lim,Decision - Unanimous,R3,Win
Karl Roberson,11/3/2018,UFC 230: Cormier vs. Lewis,Middleweight,Jack Marshman,Decision - Unanimous,R3,Win
Karl Roberson,5/12/2018,UFC 224: Nunes vs. Pennington,Middleweight,Cezar Ferreira,Submission,"R1, 4:45",Loss
Karl Roberson,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Middleweight,Darren Stewart,Submission,"R1, 3:41",Win
Ricky Simon,8/4/2018,UFC 227: Dillashaw vs. Garbrandt 2,Bantamweight,Montel Jackson,Decision - Unanimous,R3,Win
Ricky Simon,4/21/2018,UFC Fight Night: Barboza vs. Lee,Bantamweight,Merab Dvalishvili,KO/TKO,R3,Win
Ricky Simon,8/8/2017,DWTNCS 5,Bantamweight,Donavon Frelow,Decision - Split,R3,Win
Ramazan Emeev,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Welterweight,Stefan Sekulic,Decision - Unanimous,R3,Win
Ramazan Emeev,5/12/2018,UFC 224: Nunes vs. Pennington,Welterweight,Alberto Mina,Decision - Unanimous,R3,Win
Ramazan Emeev,10/21/2017,UFC Fight Night: Cerrone vs. Till,Middleweight,Sam Alvey,Decision - Unanimous,R3,Win
Oskar Piechota,7/6/2018,UFC - TUF 27 Finale,Middleweight,Gerald Meerschaert,Submission,"R2, 4:55",Loss
Oskar Piechota,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Middleweight,Tim Williams,KO/TKO,"R1, 1:54",Win
Oskar Piechota,10/21/2017,UFC Fight Night: Cerrone vs. Till,Middleweight,Jonathan Wilson,Decision - Unanimous,R3,Win
Mads Burnell,5/27/2018,UFC Fight Night: Thompson vs. Till,Featherweight,Arnold Allen,Submission,"R3, 2:41",Loss
Mads Burnell,1/14/2018,UFC Fight Night: Stephens vs. Choi,Featherweight,Mike Santiago,Decision - Unanimous,R3,Win
Mads Burnell,9/2/2017,UFC Fight Night: Volkov vs. Struve,Lightweight,Michel Prazeres,Submission,"R3, 1:26",Loss
Mike Santiago,6/9/2018,UFC 225: Whittaker vs. Romero 2,Featherweight,Dan Ige,KO/TKO,"R1, 0:50",Loss
Mike Santiago,1/14/2018,UFC Fight Night: Stephens vs. Choi,Featherweight,Mads Burnell,Decision - Unanimous,R3,Loss
Mike Santiago,9/2/2017,UFC Fight Night: Volkov vs. Struve,Featherweight,Zabit Magomedsharipov,Submission,"R2, 4:22",Loss
Joe Ellenberger,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Lightweight,Bryan Barberena,KO/TKO,"R3, 3:24",Loss
Joe Ellenberger,6/28/2014,UFC Fight Night 44: Swanson vs. Stephens,Lightweight,James Moontasri,Decision - Split,R3,Win
Chris Holdsworth,5/24/2014,UFC 173: Barao vs. Dillashaw,Bantamweight,Chico Camus,Decision - Unanimous,R3,Win
Chris Holdsworth,11/30/2013,UFC - TUF 18 Finale,Bantamweight,Davey Grant,Submission,"R2, 2:10",Win
Tonya Evinger,10/6/2018,UFC 229: Khabib vs. McGregor,Women's Bantamweight,Aspen Ladd,KO/TKO,"R1, 3:26",Loss
Tonya Evinger,7/29/2017,UFC 214: Cormier vs. Jones 2,Women's Featherweight,Cris Cyborg,KO/TKO,"R3, 1:56",Title Loss
Jesse Taylor,7/7/2017,The Ultimate Fighter 25 Finale,Welterweight,Dhiego Lima,Submission,"R2, 0:43",Win
Jesse Taylor,7/19/2008,UFC Fight Night 14,Middleweight,CB Dollaway,Submission,"R1, 3:58",Loss
Larissa Pacheco,3/14/2015,UFC 185: Pettis vs Dos Anjos,Women's Bantamweight,Germaine de Randamie,KO/TKO,"R2, 2:02",Loss
Larissa Pacheco,9/13/2014,UFC Fight Night: Silva vs Arlovski,Women's Bantamweight,Jessica Andrade,Submission,"R1, 4:33",Loss
Justin Jones,4/4/2015,UFC Fight Night: Mendes vs Lamas,Middleweight,Ron Stallings,Decision - Unanimous,R3,Loss
Justin Jones,12/6/2014,UFC 181: Hendricks vs Lawler II,Light Heavyweight,Corey Anderson,Decision - Unanimous,R3,Loss
Daniel Jolly,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Light Heavyweight,Khalil Rountree Jr.,KO/TKO,"R1, 0:52",Loss
Daniel Jolly,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Light Heavyweight,Misha Cirkunov,KO/TKO,"R1, 4:45",Loss
Abdul-Kerim Edilov,9/2/2017,UFC Fight Night: Volkov vs. Struve,Light Heavyweight,Bojan Mihajlovic,KO/TKO,"R2, 2:32",Win
Jarjis Danho,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Heavyweight,Christian Colombo,Decision - Majority,R3,Draw
Jarjis Danho,2/27/2016,UFC Fight Night: Silva vs Bisping,Heavyweight,Daniel Omielanczuk,Decision - Majority,"R3, 1:31",Loss
Mike Jackson,6/9/2018,UFC 225: Whittaker vs. Romero 2,Welterweight,CM Punk,Decision - Unanimous,R3,Win
Mike Jackson,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Welterweight,Mickey Gall,Submission,"R1, 0:45",Loss
Alberto Uda,8/20/2016,UFC 202: Diaz vs. McGregor 2,Middleweight,Marvin Vettori,Submission,"R1, 4:30",Loss
Alberto Uda,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Middleweight,Jake Collier,KO/TKO,"R2, 1:06",Loss
CM Punk,6/9/2018,UFC 225: Whittaker vs. Romero 2,Welterweight,Mike Jackson,Decision - Unanimous,R3,Loss
CM Punk,9/10/2016,UFC 203: Miocic vs. Overeem,Welterweight,Mickey Gall,Submission,"R1, 2:14",Loss
Michael McBride,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Lightweight,Scott Holtzman,Decision - Unanimous,R3,Loss
Michael McBride,9/10/2016,UFC 203: Miocic vs. Overeem,Lightweight,Nik Lentz,KO/TKO,"R2, 4:17",Loss
Kwan Ho Kwak,6/17/2017,UFC Fight Night: Holm vs. Correia,Bantamweight,Russell Doane,KO/TKO,"R1, 4:09",Loss
Kwan Ho Kwak,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Bantamweight,Brett Johns,Decision - Unanimous,R3,Loss
Aiemann Zahabi,11/4/2017,UFC 217: Bisping vs. St-Pierre,Bantamweight,Ricardo Ramos,KO/TKO,"R3, 1:58",Loss
Aiemann Zahabi,2/19/2017,UFC Fight Night: Lewis vs. Browne,Bantamweight,Reginaldo Vieira,Decision - Unanimous,R3,Win
Michel Quinones,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Lightweight,Sage Northcutt,Decision - Unanimous,R3,Loss
Michel Quinones,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Featherweight,Jared Gordon,KO/TKO,"R2, 4:24",Loss
Pearl Gonzalez,10/7/2017,UFC 216: Ferguson vs. Lee,Women's Strawweight,Poliana Botelho,Decision - Unanimous,R3,Loss
Pearl Gonzalez,4/8/2017,UFC 210: Cormier vs. Johnson 2,Women's Strawweight,Cynthia Calvillo,Submission,"R3, 3:45",Loss
Naoki Inoue,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Flyweight,Matt Schnell,Decision - Split,R3,Loss
