Fighter,Date,Event,Class,Opponent,Method,Length,Result
Krzysztof Jotko,10/24/2015,UFC Fight Night: Holohan vs Smolka,Middleweight,Scott Askham,Decision - Split,R3,Win
Krzysztof Jotko,10/4/2014,UFC Fight Night: Nelson vs Story,Middleweight,Tor Troeng,Decision - Unanimous,R3,Win
Krzysztof Jotko,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Middleweight,Magnus Cedenblad,Submission,"R2, 4:59",Loss
Krzysztof Jotko,12/6/2013,UFC Fight Night 33: Hunt vs. Bigfoot,Middleweight,Bruno Santos,Decision - Unanimous,R3,Win
Ryan LaFlare,10/6/2018,UFC 229: Khabib vs. McGregor,Welterweight,Anthony Rocco Martin,KO/TKO,"R3, 1:00",Loss
Ryan LaFlare,4/21/2018,UFC Fight Night: Barboza vs. Lee,Welterweight,Alex Garcia,Decision - Unanimous,R3,Win
Ryan LaFlare,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Welterweight,Alex Oliveira,KO/TKO,"R2, 1:50",Loss
Ryan LaFlare,2/11/2017,UFC 208: Holm vs. De Randamie,Welterweight,Roan Carneiro,Decision - Unanimous,R3,Win
Ryan LaFlare,12/11/2015,The Ultimate Fighter 22 Finale,Welterweight,Mike Pierce,Decision - Unanimous,R3,Win
Ryan LaFlare,3/21/2015,UFC Fight Night: Maia vs LaFlare,Welterweight,Demian Maia,Decision - Unanimous,R5,Loss
Ryan LaFlare,4/11/2014,UFC Fight Night 39: Minotauro vs. Nelson,Welterweight,John Howard,Decision,,Win
Ryan LaFlare,12/14/2013,UFC on Fox 9,Welterweight,Court McGee,Decision - Unanimous,R3,Win
Ryan LaFlare,11/9/2013,UFC Fight Night 32: Belfort vs. Henderson,Welterweight,Santiago Ponzinibbio,Decision - Unanimous,R3,Win
Ryan LaFlare,4/6/2013,UFC on FUEL TV 9,Welterweight,Benny Alloway,Decision - Unanimous,R3,Win
Ilir Latifi,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Light Heavyweight,Corey Anderson,,,
Ilir Latifi,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Light Heavyweight,Ovince Saint Preux,Submission,"R1, 3:48",Win
Ilir Latifi,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Light Heavyweight,Tyson Pedro,Decision - Unanimous,R3,Win
Ilir Latifi,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,Ryan Bader,KO/TKO,"R2, 2:06",Loss
Ilir Latifi,3/5/2016,UFC 196: McGregor vs Diaz,Light Heavyweight,Gian Villante,Decision - Unanimous,R3,Win
Ilir Latifi,1/17/2016,UFC Fight Night: Dillashaw vs Cruz,Light Heavyweight,Sean O'Connell,KO/TKO,"R1, 0:30",Win
Ilir Latifi,7/18/2015,UFC Fight Night: Bisping vs Leites,Light Heavyweight,Hans Stringer,KO/TKO,"R1, 0:56",Win
Ilir Latifi,10/4/2014,UFC Fight Night: Nelson vs Story,Light Heavyweight,Jan Blachowicz,KO/TKO,"R1, 1:58",Loss
Ilir Latifi,7/19/2014,UFC Fight Night 46: McGregor vs. Brandao,Light Heavyweight,Chris Dempsey,KO/TKO,"R1, 2:07",Win
Ilir Latifi,3/8/2014,UFC Fight Night 37: Gustafsson vs. Manuwa,Light Heavyweight,Cyrille Diabate,Submission,"R1, 3:02",Win
Ilir Latifi,4/6/2013,UFC on FUEL TV 9,Light Heavyweight,Gegard Mousasi,Decision - Unanimous,R3,Loss
Tom Lawlor,3/5/2016,UFC 196: McGregor vs Diaz,Light Heavyweight,Corey Anderson,Decision - Unanimous,R3,Loss
Tom Lawlor,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Light Heavyweight,Gian Villante,KO/TKO,"R2, 0:27",Win
Tom Lawlor,4/6/2013,UFC on FUEL TV 9,Middleweight,Michael Kuiper,Submission,"R2, 1:05",Win
Tom Lawlor,11/17/2012,UFC 154: St-Pierre vs. Condit,Middleweight,Francis Carmont,Decision - Split,R3,Loss
Tom Lawlor,5/15/2012,UFC on FUEL TV 3,Middleweight,Jason MacDonald,KO/TKO,"R1, 0:50",Win
Tom Lawlor,11/19/2011,UFC 139: Shogun vs. Henderson,Middleweight,Chris Weidman,Submission,"R1, 2:07",Loss
Tom Lawlor,10/23/2010,UFC 121: Lesnar vs. Velasquez,Middleweight,Patrick Cote,Decision - Unanimous,R3,Win
Tom Lawlor,5/8/2010,UFC 113: Machida vs. Shogun 2,Middleweight,Joe Doerksen,Submission,"R2, 2:10",Loss
Tom Lawlor,1/11/2010,UFC Fight Night 20,Middleweight,Aaron Simpson,Decision - Split,R3,Loss
Tom Lawlor,7/11/2009,UFC 100,Middleweight,CB Dollaway,Submission,"R1, 0:55",Win
Tom Lawlor,12/13/2008,UFC - TUF 8 Finale,Light Heavyweight,Kyle Kingsbury,Decision - Unanimous,R3,Win
Anthony Rocco Martin,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Welterweight,Jake Matthews,Submission,"R3, 1:19",Win
Anthony Rocco Martin,10/6/2018,UFC 229: Khabib vs. McGregor,Welterweight,Ryan LaFlare,KO/TKO,"R3, 1:00",Win
Anthony Rocco Martin,4/21/2018,UFC Fight Night: Barboza vs. Lee,Welterweight,Keita Nakamura,Decision - Unanimous,R3,Win
Anthony Rocco Martin,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Lightweight,Olivier Aubin-Mercier,Decision - Split,R3,Loss
Anthony Rocco Martin,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Lightweight,Johnny Case,Decision - Unanimous,R3,Win
Anthony Rocco Martin,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Lightweight,Alex White,Decision - Unanimous,R3,Win
Anthony Rocco Martin,1/30/2016,UFC Fight Night: Johnson vs. Bader,Lightweight,Felipe Olivieri,Submission,"R3, 3:02",Win
Anthony Rocco Martin,3/21/2015,UFC Fight Night: Maia vs LaFlare,Lightweight,Leonardo Santos,Submission,"R2, 2:29",Loss
Anthony Rocco Martin,10/25/2014,UFC 179: Aldo vs Mendes 2,Lightweight,Fabricio Camoes,Submission,"R1, 4:16",Win
Anthony Rocco Martin,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Lightweight,Beneil Dariush,Submission,"R2, 3:38",Loss
Anthony Rocco Martin,2/1/2014,UFC 169: Barao vs. Faber 2,Lightweight,Rashid Magomedov,Decision - Unanimous,R3,Loss
Sergio Moraes,9/22/2018,UFC Fight Night: Marreta vs. Anders,Welterweight,Ben Saunders,Submission,"R2, 4:42",Win
Sergio Moraes,2/3/2018,UFC Fight Night: Machida vs. Anders,Welterweight,Tim Means,Decision - Split,R3,Win
Sergio Moraes,9/16/2017,UFC Fight Night: Rockhold vs. Branch,Welterweight,Kamaru Usman,KO/TKO,"R1, 2:48",Loss
Sergio Moraes,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Welterweight,Davi Ramos,Decision - Unanimous,R3,Win
Sergio Moraes,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Welterweight,Zak Ottow,Decision - Split,R3,Win
Sergio Moraes,5/14/2016,UFC 198: Werdum vs Miocic,Welterweight,Luan Chagas,Decision - Split,R3,Draw
Sergio Moraes,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Welterweight,Omari Akhmedov,KO/TKO,"R3, 2:18",Win
Sergio Moraes,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Welterweight,Mickael Lebout,Decision - Unanimous,R3,Win
Sergio Moraes,8/3/2013,UFC 163: Aldo vs. Jung,Welterweight,Neil Magny,Submission,"R1, 3:13",Win
Sergio Moraes,10/13/2012,UFC 153: Silva vs. Bonnar,Middleweight,Renee Forte,Submission,"R3, 3:10",Win
Sergio Moraes,6/23/2012,UFC 147: Silva vs. Franklin 2,Middleweight,Cezar Ferreira,Decision - Unanimous,"R3, 5:00",Title Loss
Michel Prazeres,11/17/2018,UFC Fight Night: Magny vs. Ponzinibbio,Welterweight,Bartosz Fabinski,Submission,"R1, 1:02",Win
Michel Prazeres,5/19/2018,UFC Fight Night: Maia vs. Usman,Welterweight,Zak Cummings,Decision - Split,R3,Win
Michel Prazeres,2/3/2018,UFC Fight Night: Machida vs. Anders,Lightweight,Desmond Green,Decision - Unanimous,R3,Win
Michel Prazeres,9/2/2017,UFC Fight Night: Volkov vs. Struve,Lightweight,Mads Burnell,Submission,"R3, 1:26",Win
Michel Prazeres,3/11/2017,UFC Fight Night: Belfort vs. Gastelum,Lightweight,Joshua Burkman,Submission,"R1, 1:42",Win
Michel Prazeres,9/24/2016,UFC Fight Night: Cyborg vs. Lansberg,Lightweight,Gilbert Burns,Decision - Unanimous,R3,Win
Michel Prazeres,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Lightweight,JC Cottrell,Decision - Unanimous,R3,Win
Michel Prazeres,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Lightweight,Valmir Lazaro,Decision - Split,R3,Win
Michel Prazeres,2/14/2015,UFC Fight Night: Henderson vs Thatch,Lightweight,Kevin Lee,Decision - Unanimous,R3,Loss
Michel Prazeres,3/23/2014,UFC Fight Night 38: Shogun vs. Henderson,Lightweight,Mairbek Taisumov,Decision - Unanimous,R3,Win
Michel Prazeres,9/21/2013,UFC 165: Jones vs. Gustafsson,Lightweight,Jesse Ronson,Decision - Split,R3,Win
Michel Prazeres,5/18/2013,UFC on FX 8,Welterweight,Paulo Thiago,Decision - Unanimous,R3,Loss
Wilson Reis,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Flyweight,Ben Nguyen,Decision - Unanimous,R3,Win
Wilson Reis,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Flyweight,John Moraga,Decision - Unanimous,R3,Loss
Wilson Reis,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Flyweight,Henry Cejudo,KO/TKO,"R2, 0:25",Loss
Wilson Reis,4/15/2017,UFC Fight Night: Johnson vs. Reis,Flyweight,Demetrious Johnson,Submission,"R3, 4:49",Title Loss
Wilson Reis,2/11/2017,UFC 208: Holm vs. De Randamie,Flyweight,Ulka Sasaki,Decision - Unanimous,R3,Win
Wilson Reis,7/30/2016,UFC 201: Lawler vs. Woodley,Flyweight,Hector Sandoval,Submission,"R1, 1:49",Win
Wilson Reis,1/30/2016,UFC Fight Night: Johnson vs. Bader,Flyweight,Dustin Ortiz,Decision - Unanimous,R3,Win
Wilson Reis,5/30/2015,UFC Fight Night: Condit vs Alves,Flyweight,Jussier Formiga,Decision - Unanimous,R3,Loss
Wilson Reis,10/25/2014,UFC 179: Aldo vs Mendes 2,Flyweight,Scott Jorgensen,Submission,"R1, 3:28",Win
Wilson Reis,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Flyweight,Joby Sanchez,Decision - Unanimous,R3,Win
Wilson Reis,2/15/2014,UFC Fight Night 36: Machida vs. Mousasi,Bantamweight,Iuri Alcantara,Decision - Split,R3,Loss
Wilson Reis,9/21/2013,UFC 165: Jones vs. Gustafsson,Bantamweight,Ivan Menjivar,Decision - Unanimous,R3,Win
Yoel Romero,6/9/2018,UFC 225: Whittaker vs. Romero 2,Middleweight,Robert Whittaker,Decision - Split,R5,Loss
Yoel Romero,2/10/2018,UFC 221: Romero vs. Rockhold,Middleweight,Luke Rockhold,KO/TKO,"R3, 1:48",Title Win
Yoel Romero,7/8/2017,UFC 213: Romero vs. Whittaker,Middleweight,Robert Whittaker,Decision - Unanimous,R5,Title Loss
Yoel Romero,11/12/2016,UFC 205: Alvarez vs McGregor,Middleweight,Chris Weidman,KO/TKO,"R3, 0:24",Win
Yoel Romero,12/12/2015,UFC 194: Aldo vs McGregor,Middleweight,Jacare Souza,Decision - Split,R3,Win
Yoel Romero,6/27/2015,UFC Fight Night: Machida vs Romero,Middleweight,Lyoto Machida,KO/TKO,"R3, 1:38",Win
Yoel Romero,9/27/2014,UFC 178: Johnson vs Cariaso,Middleweight,Tim Kennedy,KO/TKO,"R3, 0:58",Win
Yoel Romero,4/19/2014,UFC on Fox 11,Middleweight,Brad Tavares,Decision - Unanimous,R3,Win
Yoel Romero,1/15/2014,UFC Fight Night 35: Rockhold vs. Philippou,Middleweight,Derek Brunson,KO/TKO,"R3, 3:23",Win
Yoel Romero,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Middleweight,Ronny Markes,KO/TKO,"R3, 1:39",Win
Yoel Romero,4/20/2013,UFC on Fox 7,Middleweight,Clifford Starks,KO/TKO,"R1, 1:32",Win
Aljamain Sterling,2/17/2019,UFC Fight Night: Phoenix,Bantamweight,Jimmie Rivera,,,
Aljamain Sterling,9/8/2018,UFC 228: Woodley vs. Till,Bantamweight,Cody Stamann,Submission,"R2, 3:42",Win
Aljamain Sterling,4/21/2018,UFC Fight Night: Barboza vs. Lee,Bantamweight,Brett Johns,Decision - Unanimous,R3,Win
Aljamain Sterling,12/9/2017,UFC Fight Night: Swanson vs. Ortega,Bantamweight,Marlon Moraes,KO/TKO,"R1, 1:07",Loss
Aljamain Sterling,7/29/2017,UFC 214: Cormier vs. Jones 2,Catch Weight,Renan Barao,Decision - Unanimous,R3,Win
Aljamain Sterling,4/15/2017,UFC Fight Night: Johnson vs. Reis,Bantamweight,Augusto Mendes,Decision - Unanimous,R3,Win
Aljamain Sterling,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Bantamweight,Raphael Assuncao,Decision - Split,R3,Loss
Aljamain Sterling,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Bantamweight,Bryan Caraway,Decision - Split,R3,Loss
Aljamain Sterling,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Bantamweight,Johnny Eduardo,Submission,"R2, 4:18",Win
Aljamain Sterling,4/18/2015,UFC Fight Night: Machida vs Rockhold,Bantamweight,Takeya Mizugaki,Submission,"R3, 2:11",Win
Aljamain Sterling,7/16/2014,UFC Fight Night 45: Cerrone vs. Miller,Bantamweight,Hugo Viana,KO/TKO,"R3, 3:50",Win
Aljamain Sterling,2/22/2014,UFC 170: Rousey vs. McMann,Bantamweight,Cody Gibson,Decision - Unanimous,R3,Win
James Vick,2/17/2019,UFC Fight Night: Phoenix,Lightweight,Paul Felder,,,
James Vick,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Lightweight,Justin Gaethje,KO/TKO,"R1, 1:27",Loss
James Vick,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Lightweight,Francisco Trinaldo,Decision - Unanimous,R3,Win
James Vick,11/4/2017,UFC 217: Bisping vs. St-Pierre,Lightweight,Joe Duffy,KO/TKO,"R2, 4:59",Win
James Vick,5/13/2017,UFC 211: Miocic vs. Dos Santos,Lightweight,Polo Reyes,KO/TKO,"R1, 2:39",Win
James Vick,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Lightweight,Abel Trujillo,Submission,"R3, 0:49",Win
James Vick,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Lightweight,Beneil Dariush,KO/TKO,"R1, 4:16",Loss
James Vick,4/23/2016,UFC 197: Jones vs Saint Preux,Lightweight,Glaico Franca,Decision - Unanimous,R3,Win
James Vick,5/9/2015,UFC Fight Night: Miocic vs Hunt,Lightweight,Jake Matthews,Submission,"R1, 4:53",Win
James Vick,11/22/2014,UFC Fight Night: Edgar vs Swanson,Lightweight,Nick Hein,Decision - Unanimous,R3,Win
James Vick,8/23/2014,UFC Fight Night 49: Henderson vs. Dos Anjos,Lightweight,Valmir Lazaro,Decision - Unanimous,R3,Win
James Vick,8/17/2013,UFC Fight Night 26: Shogun vs. Sonnen,Lightweight,Ramsey Nijem,Submission,"R1, 0:58",Win
Eddie Wineland,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Bantamweight,Alejandro Perez,Decision - Unanimous,R3,Loss
Eddie Wineland,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Bantamweight,John Dodson,Decision - Unanimous,R3,Loss
Eddie Wineland,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Bantamweight,Takeya Mizugaki,KO/TKO,"R1, 3:04",Win
Eddie Wineland,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Bantamweight,Frankie Saenz,KO/TKO,"R3, 1:54",Win
Eddie Wineland,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Bantamweight,Bryan Caraway,Decision - Unanimous,R3,Loss
Eddie Wineland,5/10/2014,UFC Fight Night 40: Brown vs. Silva,Bantamweight,Johnny Eduardo,KO/TKO,"R1, 4:37",Loss
Eddie Wineland,1/25/2014,UFC on Fox 10,Bantamweight,Yves Jabouin,KO/TKO,"R2, 4:16",Win
Eddie Wineland,9/21/2013,UFC 165: Jones vs. Gustafsson,Bantamweight,Renan Barao,KO/TKO,"R2, 0:35",Title Loss
Eddie Wineland,12/29/2012,UFC 155: Dos Santos vs. Velasquez 2,Bantamweight,Brad Pickett,Decision - Split,R3,Win
Eddie Wineland,6/8/2012,UFC on FX 3,Bantamweight,Scott Jorgensen,KO/TKO,"R2, 4:10",Win
Eddie Wineland,8/14/2011,UFC on Versus 5,Bantamweight,Joseph Benavidez,Decision - Unanimous,R3,Loss
Eddie Wineland,3/19/2011,UFC 128: Shogun vs. Jones,Bantamweight,Urijah Faber,Decision - Unanimous,R3,Loss
Tyron Woodley,9/8/2018,UFC 228: Woodley vs. Till,Welterweight,Darren Till,Submission,"R2, 4:19",Title Win
Tyron Woodley,7/29/2017,UFC 214: Cormier vs. Jones 2,Welterweight,Demian Maia,Decision - Unanimous,R5,Title Win
Tyron Woodley,3/4/2017,UFC 209: Woodley vs. Thompson 2,Welterweight,Stephen Thompson,Decision - Majority,R5,Title Win
Tyron Woodley,11/12/2016,UFC 205: Alvarez vs McGregor,Welterweight,Stephen Thompson,Decision - Majority,R5,Draw
Tyron Woodley,7/30/2016,UFC 201: Lawler vs. Woodley,Welterweight,Robbie Lawler,KO/TKO,"R1, 2:12",Title Win
Tyron Woodley,1/31/2015,UFC 183: Silva vs Diaz,Welterweight,Kelvin Gastelum,Decision - Split,R3,Win
Tyron Woodley,8/23/2014,UFC Fight Night 48: Bisping vs. Le,Welterweight,Dong Hyun Kim,KO/TKO,"R1, 1:01",Win
Tyron Woodley,6/14/2014,UFC 174: Johnson vs. Bagautinov,Welterweight,Rory MacDonald,Decision - Unanimous,R3,Loss
Tyron Woodley,3/15/2014,UFC 171: Hendricks vs. Lawler,Welterweight,Carlos Condit,KO/TKO,"R2, 2:00",Win
Tyron Woodley,11/16/2013,UFC 167: St-Pierre vs. Hendricks,Welterweight,Josh Koscheck,KO/TKO,"R1, 4:38",Win
Tyron Woodley,6/15/2013,UFC 161: Evans vs. Henderson,Welterweight,Jake Shields,Decision - Split,R3,Loss
Tyron Woodley,2/2/2013,UFC 156: Aldo vs. Edgar,Welterweight,Jay Hieron,KO/TKO,"R1, 0:36",Win
Jake Matthews,12/1/2018,UFC Fight Night: Dos Santos vs. Tuivasa,Welterweight,Anthony Rocco Martin,Submission,"R3, 1:19",Loss
Jake Matthews,6/23/2018,UFC Fight Night: Cowboy vs. Edwards,Welterweight,Shinsho Anzai,Submission,"R1, 3:44",Win
Jake Matthews,2/10/2018,UFC 221: Romero vs. Rockhold,Welterweight,Li Jingliang,Decision - Unanimous,R3,Win
Jake Matthews,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Welterweight,Bojan Velickovic,Decision - Split,R3,Win
Jake Matthews,11/26/2016,UFC Fight Night: Whittaker vs. Brunson,Lightweight,Andrew Holbrook,Decision - Split,R3,Loss
Jake Matthews,7/8/2016,The Ultimate Fighter 23 Finale,Lightweight,Kevin Lee,KO/TKO,"R1, 4:06",Loss
Jake Matthews,3/19/2016,UFC Fight Night: Hunt vs Mir,Lightweight,Johnny Case,Submission,"R3, 4:45",Win
Jake Matthews,11/14/2015,UFC 193: Rousey vs Holm,Lightweight,Akbarh Arreola,TKO - Doctor's Stoppage,"R2, 5:00",Win
Jake Matthews,5/9/2015,UFC Fight Night: Miocic vs Hunt,Lightweight,James Vick,Submission,"R1, 4:53",Loss
Jake Matthews,11/7/2014,UFC Fight Night: Rockhold vs Bisping,Lightweight,Vagner Rocha,Submission,"R2, 1:52",Win
Jake Matthews,6/28/2014,UFC Fight Night 43: Te Huna vs. Marquardt,Lightweight,Dashon Johnson,Submission,"R3, 3:16",Win
Joanna Jedrzejczyk,12/8/2018,UFC 231: Holloway vs. Ortega,Women's Flyweight,Valentina Shevchenko,Decision - Unanimous,R5,Title Loss
Joanna Jedrzejczyk,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Women's Strawweight,Tecia Torres,Decision - Unanimous,R3,Win
Joanna Jedrzejczyk,4/7/2018,UFC 223: Khabib vs. Iaquinta,Women's Strawweight,Rose Namajunas,Decision - Unanimous,R5,Title Loss
Joanna Jedrzejczyk,11/4/2017,UFC 217: Bisping vs. St-Pierre,Women's Strawweight,Rose Namajunas,KO/TKO,"R1, 3:03",Title Loss
Joanna Jedrzejczyk,5/13/2017,UFC 211: Miocic vs. Dos Santos,Women's Strawweight,Jessica Andrade,Decision - Unanimous,R5,Title Win
Joanna Jedrzejczyk,11/12/2016,UFC 205: Alvarez vs McGregor,Women's Strawweight,Karolina Kowalkiewicz,Decision - Unanimous,R5,Title Win
Joanna Jedrzejczyk,7/8/2016,The Ultimate Fighter 23 Finale,Women's Strawweight,Claudia Gadelha,Decision - Unanimous,"R5, 0:00",Title Win
Joanna Jedrzejczyk,11/14/2015,UFC 193: Rousey vs Holm,Women's Strawweight,Valerie Letourneau,Decision - Unanimous,R5,Title Win
Joanna Jedrzejczyk,6/20/2015,UFC Fight Night: Jedrzejczyk vs Penne,Women's Strawweight,Jessica Penne,KO/TKO,"R3, 4:22",Title Win
Joanna Jedrzejczyk,3/14/2015,UFC 185: Pettis vs Dos Anjos,Women's Strawweight,Carla Esparza,KO/TKO,"R2, 4:17",Title Win
Joanna Jedrzejczyk,12/13/2014,UFC Fight Night: Dos Santos vs Miocic,Women's Strawweight,Claudia Gadelha,Decision - Split,R3,Win
Joanna Jedrzejczyk,7/26/2014,UFC on Fox 12,Women's Strawweight,Juliana Lima,Decision - Unanimous,R3,Win
Alan Jouban,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Welterweight,Ben Saunders,KO/TKO,"R2, 2:38",Win
Alan Jouban,8/5/2017,UFC Fight Night: Pettis vs. Moreno,Welterweight,Niko Price,KO/TKO,"R1, 1:44",Loss
Alan Jouban,3/18/2017,UFC Fight Night: Manuwa vs. Anderson,Welterweight,Gunnar Nelson,Submission,"R2, 0:46",Loss
Alan Jouban,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Welterweight,Mike Perry,Decision - Unanimous,R3,Win
Alan Jouban,7/7/2016,UFC Fight Night: Dos Anjos vs. Alvarez,Welterweight,Belal Muhammad,Decision - Unanimous,R3,Win
Alan Jouban,3/19/2016,UFC Fight Night: Hunt vs Mir,Welterweight,Brendan O'Reilly,KO/TKO,"R1, 2:15",Win
Alan Jouban,10/3/2015,UFC 192: Cormier vs Gustafsson,Welterweight,Albert Tumenov,KO/TKO,"R1, 2:55",Loss
Alan Jouban,7/15/2015,UFC Fight Night: Mir vs Duffee,Welterweight,Matt Dwyer,Decision - Unanimous,R3,Win
Alan Jouban,2/28/2015,UFC 184: Rousey vs Zingano,Welterweight,Richard Walsh,KO/TKO,"R1, 2:19",Win
Alan Jouban,11/8/2014,UFC Fight Night 56: Shogun vs Saint Preux,Welterweight,Warlley Alves,Decision - Unanimous,R3,Loss
Alan Jouban,8/16/2014,UFC Fight Night 47: Bader vs. Saint Preux,Welterweight,Seth Baczynski,KO/TKO,"R1, 4:23",Win
Jan Blachowicz,9/15/2018,UFC Fight Night: Hunt vs. Oleinik,Light Heavyweight,Nikita Krylov,Submission,"R2, 2:41",Win
Jan Blachowicz,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Light Heavyweight,Jimi Manuwa,Decision - Unanimous,R3,Win
Jan Blachowicz,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Light Heavyweight,Jared Cannonier,Decision - Unanimous,R3,Win
Jan Blachowicz,10/21/2017,UFC Fight Night: Cerrone vs. Till,Light Heavyweight,Devin Clark,Submission,"R2, 3:02",Win
Jan Blachowicz,4/8/2017,UFC 210: Cormier vs. Johnson 2,Light Heavyweight,Patrick Cummins,Decision - Unanimous,R3,Loss
Jan Blachowicz,9/3/2016,UFC Fight Night: Arlovski vs. Barnett,Light Heavyweight,Alexander Gustafsson,Decision - Unanimous,R3,Loss
Jan Blachowicz,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Light Heavyweight,Igor Pokrajac,Decision - Unanimous,R3,Win
Jan Blachowicz,9/5/2015,UFC 191: Johnson vs Dodson 2,Light Heavyweight,Corey Anderson,Decision - Unanimous,R3,Loss
Jan Blachowicz,9/5/2015,UFC 191: Johnson vs Dodson 2,Light Heavyweight,Corey Anderson,Decision - Unanimous,R3,Loss
Jan Blachowicz,4/11/2015,UFC Fight Night: Gonzaga vs Cro Cop 2,Light Heavyweight,Jimi Manuwa,Decision - Unanimous,R3,Loss
Jan Blachowicz,10/4/2014,UFC Fight Night: Nelson vs Story,Light Heavyweight,Ilir Latifi,KO/TKO,"R1, 1:58",Win
Bryan Caraway,11/30/2018,UFC - TUF 28 Finale,Bantamweight,Pedro Munhoz,KO/TKO,"R1, 2:39",Loss
Bryan Caraway,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Bantamweight,Cody Stamann,Decision - Split,R3,Loss
Bryan Caraway,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Bantamweight,Aljamain Sterling,Decision - Split,R3,Win
Bryan Caraway,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Bantamweight,Eddie Wineland,Decision - Unanimous,R3,Win
Bryan Caraway,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Bantamweight,Raphael Assuncao,Decision - Unanimous,R3,Loss
Bryan Caraway,6/7/2014,UFC Fight Night 42: Henderson vs. Khabilov,Bantamweight,Erik Perez,Submission,"R2, 1:52",Win
Bryan Caraway,4/27/2013,UFC 159: Jones vs. Sonnen,Bantamweight,Johnny Bedford,Submission,"R3, 4:44",Win
Bryan Caraway,3/2/2013,UFC on FUEL TV 8,Bantamweight,Takeya Mizugaki,Decision - Split,R3,Loss
Bryan Caraway,7/21/2012,UFC 149: Faber vs. Barao,Bantamweight,Mitch Gagnon,Submission,"R3, 1:39",Win
Bryan Caraway,12/3/2011,UFC - TUF 14 Finale,Featherweight,Dustin Neace,Submission,"R2, 3:38",Win
Liz Carmouche,2/23/2019,UFC Fight Night: Prague,Women's Flyweight,Lucie Pudilova,,,
Liz Carmouche,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Women's Flyweight,Jennifer Maia,Decision - Unanimous,R3,Win
Liz Carmouche,12/9/2017,UFC Fight Night: Swanson vs. Ortega,Women's Flyweight,Alexis Davis,Decision - Split,R3,Loss
Liz Carmouche,11/12/2016,UFC 205: Alvarez vs McGregor,Women's Bantamweight,Katlyn Chookagian,Decision - Split,R3,Win
Liz Carmouche,4/4/2015,UFC Fight Night: Mendes vs Lamas,Women's Bantamweight,Lauren Murphy,Decision - Unanimous,R3,Win
Liz Carmouche,4/19/2014,UFC on Fox 11,Women's Bantamweight,Miesha Tate,Decision - Unanimous,R3,Loss
Liz Carmouche,11/6/2013,UFC Fight Night 31: Fight for the Troops 3,Women's Bantamweight,Alexis Davis,Decision - Unanimous,R3,Loss
Liz Carmouche,7/27/2013,UFC on Fox 8,Women's Bantamweight,Jessica Andrade,KO/TKO,"R2, 3:57",Win
Liz Carmouche,2/23/2013,UFC 157: Rousey vs. Carmouche,Women's Bantamweight,Ronda Rousey,Submission,"R1, 4:49",Title Loss
