Name,FIGHTS,STR_F_TOT,TSAC_F_TOT,TD_F_TOT,TDAC_F_TOT,KD_F_TOT,PASS_F_TOT,REV_F_TOT,SUB_F_TOT,SIG_STR_F_TOT,SIG_ACC_F_TOT,SIG_HEAD_F_TOT,SIG_HEAD_ACC_F_TOT,SIG_BODY_F_TOT,SIG_BODY_ACC_F_TOT,SIG_LEG_F_TOT,SIG_LEG_ACC_F_TOT,STR_O_TOT,TSAC_O_TOT,TD_O_TOT,TDAC_O_TOT,KD_O_TOT,PASS_O_TOT,REV_O_TOT,SUB_O_TOT,SIG_STR_O_TOT,SIG_ACC_O_TOT,SIG_HEAD_O_TOT,SIG_HEAD_ACC_O_TOT,SIG_BODY_O_TOT,SIG_BODY_ACC_O_TOT,SIG_LEG_O_TOT,SIG_LEG_ACC_O_TOT,STR_F_FIGHT,TSAC_F_FIGHT,TD_F_FIGHT,TDAC_F_FIGHT,KD_F_FIGHT,PASS_F_FIGHT,REV_F_FIGHT,SUB_F_FIGHT,SIG_STR_F_FIGHT,SIG_ACC_F_FIGHT,SIG_HEAD_F_FIGHT,SIG_HEAD_ACC_F_FIGHT,SIG_BODY_F_FIGHT,SIG_BODY_ACC_F_FIGHT,SIG_LEG_F_FIGHT,SIG_LEG_ACC_F_FIGHT,STR_O_FIGHT,TSAC_O_FIGHT,TD_O_FIGHT,TDAC_O_FIGHT,KD_O_FIGHT,PASS_O_FIGHT,REV_O_FIGHT,SUB_O_FIGHT,SIG_STR_O_FIGHT,SIG_ACC_O_FIGHT,SIG_HEAD_O_FIGHT,SIG_HEAD_ACC_O_FIGHT,SIG_BODY_O_FIGHT,SIG_BODY_ACC_O_FIGHT,SIG_LEG_O_FIGHT,SIG_LEG_ACC_O_FIGHT,ROUNDS,STR_F_ROUND,TSAC_F_ROUND,TD_F_ROUND,TDAC_F_ROUND,KD_F_ROUND,PASS_F_ROUND,REV_F_ROUND,SUB_F_ROUND,SIG_STR_F_ROUND,SIG_ACC_F_ROUND,SIG_HEAD_F_ROUND,SIG_HEAD_ACC_F_ROUND,SIG_BODY_F_ROUND,SIG_BODY_ACC_F_ROUND,SIG_LEG_F_ROUND,SIG_LEG_ACC_F_ROUND,STR_O_ROUND,TSAC_O_ROUND,TD_O_ROUND,TDAC_O_ROUND,KD_O_ROUND,PASS_O_ROUND,REV_O_ROUND,SUB_O_ROUND,SIG_STR_O_ROUND,SIG_ACC_O_ROUND,SIG_HEAD_O_ROUND,SIG_HEAD_ACC_O_ROUND,SIG_BODY_O_ROUND,SIG_BODY_ACC_O_ROUND,SIG_LEG_O_ROUND,SIG_LEG_ACC_O_ROUND,MINS,STR_F_MIN,TSAC_F_MIN,TD_F_MIN,TDAC_F_MIN,KD_F_MIN,PASS_F_MIN,REV_F_MIN,SUB_F_MIN,SIG_STR_F_MIN,SIG_ACC_F_MIN,SIG_HEAD_F_MIN,SIG_HEAD_ACC_F_MIN,SIG_BODY_F_MIN,SIG_BODY_ACC_F_MIN,SIG_LEG_F_MIN,SIG_LEG_ACC_F_MIN,STR_O_MIN,TSAC_O_MIN,TD_O_MIN,TDAC_O_MIN,KD_O_MIN,PASS_O_MIN,REV_O_MIN,SUB_O_MIN,SIG_STR_O_MIN,SIG_ACC_O_MIN,SIG_HEAD_O_MIN,SIG_HEAD_ACC_O_MIN,SIG_BODY_O_MIN,SIG_BODY_ACC_O_MIN,SIG_LEG_O_MIN,SIG_LEG_ACC_O_MIN
Alex Perez,5,226,53.3%,8,47.1%,1,2,0,2,164,46.2%,108,38.4%,28,68.3%,28,84.8%,163,47.8%,1,12.5%,0,0,0,0,123,40.9%,82,32.9%,30,78.9%,11,78.6%,45.2,53.3%,1.6,47.1%,0.2,0.4,0.0,0.8,32.8,46.2%,21.6,38.4%,5.6,68.3%,5.6,84.8%,32.6,47.8%,0.2,12.5%,0.0,0.0,0.0,0.0,24.6,40.9%,16.4,32.9%,6.0,78.9%,2.2,78.6%,8,28.25,53.3%,1.0,47.1%,0.125,0.25,0.0,0.5,20.5,46.2%,13.5,38.4%,3.5,68.3%,3.5,84.8%,20.375,47.8%,0.13,12.5%,0.0,0.0,0.0,0.0,15.375,40.9%,10.25,32.9%,3.75,78.9%,1.375,78.6%,32,7.063,53.3%,0.25,47.1%,0.031,0.063,0.0,0.125,5.125,46.2%,3.301,38.4%,0.875,68.3%,0.875,84.8%,4.939,47.8%,0.03,12.5%,0.0,0.0,0.0,0.0,3.727,40.9%,2.485,32.9%,0.909,78.9%,0.33299999999999996,78.6%
Frankie Perez,4,119,53.4%,5,41.7%,1,2,0,0,70,41.7%,27,24.3%,16,61.5%,27,87.1%,170,57.0%,13,50.0%,0,16,1,0,93,45.6%,62,39.7%,20,71.4%,11,55.0%,29.75,53.4%,1.25,41.7%,0.25,0.5,0.0,0.25,17.5,41.7%,6.75,24.3%,4.0,61.5%,6.75,87.1%,42.5,57.0%,3.25,50.0%,0.0,4.0,0.25,0.5,23.25,45.6%,15.5,39.7%,5.0,71.4%,2.75,55.0%,10,11.9,53.4%,0.5,41.7%,0.1,0.2,0.0,0.1,7.0,41.7%,2.7,24.3%,1.6,61.5%,2.7,87.1%,17.0,57.0%,1.3,50.0%,0.0,1.6,0.1,0.2,9.3,45.6%,6.2,39.7%,2.0,71.4%,1.1,55.0%,42,2.833,53.4%,0.12,41.7%,0.024,0.048,0.0,0.024,1.6669999999999998,41.7%,0.631,24.3%,0.381,61.5%,0.643,87.1%,3.9530000000000003,57.0%,0.3,50.0%,0.0,0.37200000000000005,0.023,0.047,2.1630000000000003,45.6%,1.442,39.7%,0.465,71.4%,0.256,55.0%
Mike Perry,9,402,47.7%,5,55.6%,7,10,0,0,364,45.3%,232,36.9%,58,59.8%,74,94.9%,350,42.0%,6,33.3%,3,4,1,1,340,41.3%,214,32.9%,45,52.9%,81,93.1%,44.667,47.7%,0.56,55.6%,0.778,1.111,0.0,0.0,40.444,45.3%,25.778000000000002,36.9%,6.444,59.8%,8.222000000000001,94.9%,38.889,42.0%,0.67,33.3%,0.33299999999999996,0.444,0.111,0.111,37.778,41.3%,23.778000000000002,32.9%,5.0,52.9%,9.0,93.1%,20,20.1,47.7%,0.25,55.6%,0.35,0.5,0.0,0.0,18.2,45.3%,11.6,36.9%,2.9,59.8%,3.7,94.9%,17.5,42.0%,0.3,33.3%,0.15,0.2,0.05,0.05,17.0,41.3%,10.7,32.9%,2.25,52.9%,4.05,93.1%,90,4.467,47.7%,0.06,55.6%,0.078,0.111,0.0,0.0,4.044,45.3%,2.5639999999999996,36.9%,0.644,59.8%,0.8220000000000001,94.9%,3.889,42.0%,0.07,33.3%,0.033,0.044000000000000004,0.011000000000000001,0.011000000000000001,3.778,41.3%,2.378,32.9%,0.5,52.9%,0.9,93.1%
Peter Petties,1,20,29.0%,0,0.0%,0,0,0,0,20,29.4%,15,24.6%,1,50.0%,4,80.0%,73,54.9%,0,-,0,0,0,0,63,51.6%,54,50.0%,7,63.6%,2,66.7%,20.0,29.0%,0.0,0.0%,0.0,0.0,0.0,0.0,20.0,29.4%,15.0,24.6%,1.0,50.0%,4.0,80.0%,73.0,54.9%,0.0,-,0.0,0.0,0.0,0.0,63.0,51.6%,54.0,50.0%,7.0,63.6%,2.0,66.7%,2,10.0,29.0%,0.0,0.0%,0.0,0.0,0.0,0.0,10.0,29.4%,7.5,24.6%,0.5,50.0%,2.0,80.0%,36.5,54.9%,0.0,-,0.0,0.0,0.0,0.0,31.5,51.6%,27.0,50.0%,3.5,63.6%,1.0,66.7%,7,2.8569999999999998,29.0%,0.0,0.0%,0.0,0.0,0.0,0.0,2.8569999999999998,29.4%,1.9609999999999999,24.6%,0.14300000000000002,50.0%,0.5710000000000001,80.0%,9.125,54.9%,0.0,-,0.0,0.0,0.0,0.0,7.875,51.6%,6.75,50.0%,0.875,63.6%,0.25,66.7%
Anthony Pettis,16,811,55.8%,8,44.4%,3,14,8,4,533,45.8%,356,35.7%,115,61.5%,62,89.9%,986,54.1%,38,46.3%,1,23,2,0,709,47.0%,345,31.0%,191,69.7%,173,83.2%,50.688,55.8%,0.5,44.4%,0.188,0.875,0.5,0.625,33.313,45.8%,22.25,35.7%,7.188,61.5%,3.875,89.9%,61.625,54.1%,2.38,46.3%,0.063,1.4380000000000002,0.125,0.0,44.313,47.0%,21.563000000000002,31.0%,11.937999999999999,69.7%,10.812999999999999,83.2%,41,19.78,55.8%,0.2,44.4%,0.073,0.341,0.195,0.244,13.0,45.8%,8.683,35.7%,2.805,61.5%,1.5119999999999998,89.9%,24.049,54.1%,0.93,46.3%,0.024,0.561,0.049,0.0,17.293,47.0%,8.415,31.0%,4.659,69.7%,4.22,83.2%,185,4.3839999999999995,55.8%,0.04,44.4%,0.016,0.076,0.043,0.054000000000000006,2.8810000000000002,45.8%,1.923,35.7%,0.622,61.5%,0.335,89.9%,5.33,54.1%,0.21,46.3%,0.005,0.124,0.011000000000000001,0.0,3.832,47.0%,1.865,31.0%,1.032,69.7%,0.935,83.2%
Sergio Pettis,14,952,43.5%,12,40.0%,1,15,2,0,723,37.4%,569,36.4%,77,57.5%,77,85.6%,849,45.6%,24,34.3%,3,17,3,1,549,36.6%,335,31.2%,135,64.6%,79,76.0%,68.0,43.5%,0.86,40.0%,0.071,1.071,0.14300000000000002,0.35700000000000004,51.643,37.4%,40.643,36.4%,5.5,57.5%,5.5,85.6%,60.643,45.6%,1.71,34.3%,0.214,1.214,0.214,0.214,39.214,36.6%,23.929000000000002,31.2%,9.642999999999999,64.6%,5.643,76.0%,41,23.22,43.5%,0.29,40.0%,0.024,0.366,0.049,0.122,17.634,37.4%,13.878,36.4%,1.8780000000000001,57.5%,1.8780000000000001,85.6%,20.706999999999997,45.6%,0.59,34.3%,0.073,0.415,0.073,0.073,13.39,36.6%,8.171,31.2%,3.293,64.6%,1.9269999999999998,76.0%,198,4.808,43.5%,0.06,40.0%,0.005,0.076,0.01,0.025,3.6519999999999997,37.4%,2.865,36.4%,0.389,57.5%,0.389,85.6%,4.266,45.6%,0.12,34.3%,0.015,0.085,0.015,0.015,2.759,36.6%,1.683,31.2%,0.6779999999999999,64.6%,0.397,76.0%
Vinc Pichel,6,298,52.8%,17,63.0%,1,16,0,0,187,42.1%,85,27.7%,39,78.0%,63,76.8%,210,51.5%,12,80.0%,0,8,0,1,160,45.7%,101,29.2%,40,72.7%,19,86.4%,49.667,52.8%,2.83,63.0%,0.16699999999999998,2.667,0.0,0.16699999999999998,31.166999999999998,42.1%,14.167,27.7%,6.5,78.0%,10.5,76.8%,35.0,51.5%,2.0,80.0%,0.0,1.3330000000000002,0.0,0.667,26.666999999999998,45.7%,16.833,29.2%,6.667000000000001,72.7%,3.167,86.4%,13,22.923000000000002,52.8%,1.31,63.0%,0.077,1.2309999999999999,0.0,0.077,14.385,42.1%,6.537999999999999,27.7%,3.0,78.0%,4.846,76.8%,16.154,51.5%,0.92,80.0%,0.0,0.615,0.0,0.308,12.308,45.7%,7.769,29.2%,3.077,72.7%,1.462,86.4%,59,5.051,52.8%,0.29,63.0%,0.017,0.271,0.0,0.017,3.1689999999999996,42.1%,1.4169999999999998,27.7%,0.6609999999999999,78.0%,1.068,76.8%,3.5,51.5%,0.2,80.0%,0.0,0.133,0.0,0.067,2.667,45.7%,1.683,29.2%,0.667,72.7%,0.317,86.4%
Oskar Piechota,3,128,62.1%,2,50.0%,3,9,0,0,96,57.1%,70,51.5%,13,72.2%,13,92.9%,123,51.9%,3,75.0%,0,3,1,1,76,41.8%,56,35.7%,8,80.0%,12,80.0%,42.667,62.1%,0.67,50.0%,1.0,3.0,0.0,1.6669999999999998,32.0,57.1%,23.333000000000002,51.5%,4.333,72.2%,4.333,92.9%,41.0,51.9%,1.0,75.0%,0.0,1.0,0.33299999999999996,0.667,25.333000000000002,41.8%,18.667,35.7%,2.667,80.0%,4.0,80.0%,6,21.333000000000002,62.1%,0.33,50.0%,0.5,1.5,0.0,0.833,16.0,57.1%,11.667,51.5%,2.167,72.2%,2.167,92.9%,20.5,51.9%,0.5,75.0%,0.0,0.5,0.16699999999999998,0.33299999999999996,12.667,41.8%,9.333,35.7%,1.3330000000000002,80.0%,2.0,80.0%,26,4.923,62.1%,0.08,50.0%,0.115,0.34600000000000003,0.0,0.192,3.6919999999999997,57.1%,2.61,51.5%,0.5,72.2%,0.5,92.9%,4.556,51.9%,0.11,75.0%,0.0,0.111,0.037000000000000005,0.07400000000000001,2.815,41.8%,2.074,35.7%,0.29600000000000004,80.0%,0.444,80.0%
Dustin Poirier,21,1314,53.4%,24,41.4%,11,15,4,3,1100,49.5%,854,47.7%,107,71.3%,139,81.8%,968,49.9%,12,31.6%,2,14,2,1,720,43.2%,445,36.3%,148,69.8%,127,80.9%,62.571000000000005,53.4%,1.14,41.4%,0.524,0.7140000000000001,0.19,0.619,52.381,49.5%,40.667,47.7%,5.095,71.3%,6.619,81.8%,46.095,49.9%,0.57,31.6%,0.095,0.667,0.095,0.9520000000000001,34.286,43.2%,21.19,36.3%,7.047999999999999,69.8%,6.047999999999999,80.9%,45,29.2,53.4%,0.53,41.4%,0.244,0.33299999999999996,0.08900000000000001,0.289,24.444000000000003,49.5%,18.977999999999998,47.7%,2.378,71.3%,3.089,81.8%,21.511,49.9%,0.27,31.6%,0.044000000000000004,0.311,0.044000000000000004,0.444,16.0,43.2%,9.889,36.3%,3.2889999999999997,69.8%,2.822,80.9%,189,6.952000000000001,53.4%,0.13,41.4%,0.057999999999999996,0.079,0.021,0.069,5.82,49.5%,4.507,47.7%,0.5660000000000001,71.3%,0.735,81.8%,5.122000000000001,49.9%,0.06,31.6%,0.011000000000000001,0.07400000000000001,0.011000000000000001,0.106,3.81,43.2%,2.354,36.3%,0.7829999999999999,69.8%,0.672,80.9%
Igor Pokrajac,13,461,57.9%,7,29.2%,4,9,3,1,272,45.9%,228,41.8%,24,88.9%,20,80.0%,1105,71.8%,18,48.6%,3,23,3,2,515,59.6%,314,46.0%,141,87.0%,60,100.0%,35.461999999999996,57.9%,0.54,29.2%,0.308,0.6920000000000001,0.231,0.154,20.923000000000002,45.9%,17.538,41.8%,1.8459999999999999,88.9%,1.538,80.0%,85.0,71.8%,1.38,48.6%,0.231,1.7690000000000001,0.231,0.385,39.615,59.6%,24.154,46.0%,10.845999999999998,87.0%,4.615,100.0%,28,16.464000000000002,57.9%,0.25,29.2%,0.14300000000000002,0.321,0.107,0.071,9.714,45.9%,8.142999999999999,41.8%,0.857,88.9%,0.7140000000000001,80.0%,39.464,71.8%,0.64,48.6%,0.107,0.821,0.107,0.179,18.393,59.6%,11.214,46.0%,5.0360000000000005,87.0%,2.1430000000000002,100.0%,121,3.81,57.9%,0.06,29.2%,0.033,0.07400000000000001,0.025,0.017,2.248,45.9%,1.8840000000000001,41.8%,0.198,88.9%,0.165,80.0%,9.132,71.8%,0.15,48.6%,0.025,0.19,0.025,0.040999999999999995,4.256,59.6%,2.595,46.0%,1.165,87.0%,0.496,100.0%
Santiago Ponzinibbio,13,514,41.3%,4,44.4%,9,4,0,0,479,39.7%,358,35.7%,47,52.8%,74,87.1%,563,37.5%,12,26.7%,2,8,2,0,500,35.1%,327,30.1%,86,59.7%,87,78.4%,39.538000000000004,41.3%,0.31,44.4%,0.6920000000000001,0.308,0.0,0.0,36.846,39.7%,27.538,35.7%,3.615,52.8%,5.692,87.1%,43.308,37.5%,0.92,26.7%,0.154,0.615,0.154,0.0,38.461999999999996,35.1%,25.154,30.1%,6.615,59.7%,6.692,78.4%,33,15.575999999999999,41.3%,0.12,44.4%,0.273,0.121,0.0,0.0,14.515,39.7%,10.847999999999999,35.7%,1.4240000000000002,52.8%,2.242,87.1%,17.061,37.5%,0.36,26.7%,0.061,0.242,0.061,0.0,15.152000000000001,35.1%,9.908999999999999,30.1%,2.6060000000000003,59.7%,2.636,78.4%,152,3.3819999999999997,41.3%,0.03,44.4%,0.059000000000000004,0.026000000000000002,0.0,0.0,3.1510000000000002,39.7%,2.354,35.7%,0.309,52.8%,0.48700000000000004,87.1%,3.7039999999999997,37.5%,0.08,26.7%,0.013000000000000001,0.053,0.013000000000000001,0.0,3.2889999999999997,35.1%,2.151,30.1%,0.5660000000000001,59.7%,0.5720000000000001,78.4%
Devin Powell,4,221,52.4%,0,0.0%,1,1,1,0,135,41.7%,43,22.5%,35,62.5%,57,74.0%,63,52.1%,0,-,0,3,1,0,44,44.4%,34,38.2%,6,100.0%,4,100.0%,55.25,52.4%,0.0,0.0%,0.25,0.25,0.25,0.5,33.75,41.7%,10.75,22.5%,8.75,62.5%,14.25,74.0%,15.75,52.1%,0.0,-,0.0,0.75,0.25,0.5,11.0,44.4%,8.5,38.2%,1.5,100.0%,1.0,100.0%,10,22.1,52.4%,0.0,0.0%,0.1,0.1,0.1,0.2,13.5,41.7%,4.3,22.5%,3.5,62.5%,5.7,74.0%,6.3,52.1%,0.0,-,0.0,0.3,0.1,0.2,4.4,44.4%,3.4,38.2%,0.6,100.0%,0.4,100.0%,46,4.803999999999999,52.4%,0.0,0.0%,0.022000000000000002,0.022000000000000002,0.022000000000000002,0.043,2.935,41.7%,0.917,22.5%,0.7609999999999999,62.5%,1.239,74.0%,1.34,52.1%,0.0,-,0.0,0.064,0.021,0.043,0.9359999999999999,44.4%,0.723,38.2%,0.128,100.0%,0.085,100.0%
Michel Prazeres,12,562,55.3%,42,38.5%,2,46,1,3,386,47.4%,261,40.8%,61,59.8%,64,81.0%,517,51.4%,11,52.4%,0,11,0,0,322,40.7%,169,31.1%,91,75.2%,62,89.9%,46.833,55.3%,3.5,38.5%,0.16699999999999998,3.833,0.083,0.583,32.167,47.4%,21.75,40.8%,5.083,59.8%,5.332999999999999,81.0%,43.083,51.4%,0.92,52.4%,0.0,0.917,0.0,0.25,26.833000000000002,40.7%,14.083,31.1%,7.582999999999999,75.2%,5.167000000000001,89.9%,32,17.563,55.3%,1.31,38.5%,0.063,1.4380000000000002,0.031,0.21899999999999997,12.062999999999999,47.4%,8.156,40.8%,1.906,59.8%,2.0,81.0%,16.156,51.4%,0.34,52.4%,0.0,0.344,0.0,0.094,10.062999999999999,40.7%,5.281000000000001,31.1%,2.844,75.2%,1.9380000000000002,89.9%,149,3.772,55.3%,0.28,38.5%,0.013000000000000001,0.309,0.006999999999999999,0.047,2.591,47.4%,1.75,40.8%,0.409,59.8%,0.43,81.0%,3.47,51.4%,0.07,52.4%,0.0,0.07400000000000001,0.0,0.02,2.161,40.7%,1.1340000000000001,31.1%,0.611,75.2%,0.41600000000000004,89.9%
Niko Price,8,156,36.7%,4,28.6%,2,6,2,2,104,30.0%,66,23.8%,18,46.2%,20,64.5%,238,54.3%,5,41.7%,2,2,0,1,193,50.1%,126,42.0%,21,72.4%,46,82.1%,19.5,36.7%,0.5,28.6%,0.25,0.75,0.25,0.625,13.0,30.0%,8.25,23.8%,2.25,46.2%,2.5,64.5%,29.75,54.3%,0.63,41.7%,0.25,0.25,0.0,0.5,24.125,50.1%,15.75,42.0%,2.625,72.4%,5.75,82.1%,14,11.142999999999999,36.7%,0.29,28.6%,0.14300000000000002,0.429,0.14300000000000002,0.35700000000000004,7.428999999999999,30.0%,4.7139999999999995,23.8%,1.286,46.2%,1.429,64.5%,17.0,54.3%,0.36,41.7%,0.14300000000000002,0.14300000000000002,0.0,0.28600000000000003,13.786,50.1%,9.0,42.0%,1.5,72.4%,3.286,82.1%,56,2.786,36.7%,0.07,28.6%,0.036000000000000004,0.107,0.036000000000000004,0.08900000000000001,1.857,30.0%,1.166,23.8%,0.321,46.2%,0.35700000000000004,64.5%,4.175,54.3%,0.09,41.7%,0.035,0.035,0.0,0.07,3.386,50.1%,2.211,42.0%,0.368,72.4%,0.807,82.1%
Joe Proctor,9,251,39.1%,0,-,2,1,0,1,222,36.5%,152,42.0%,33,66.0%,37,77.1%,377,46.5%,10,32.3%,4,7,0,2,271,39.8%,175,41.1%,55,53.9%,41,64.1%,27.889,39.1%,0.0,-,0.222,0.111,0.0,0.889,24.666999999999998,36.5%,16.889,42.0%,3.667,66.0%,4.111000000000001,77.1%,41.888999999999996,46.5%,1.11,32.3%,0.444,0.778,0.0,0.33299999999999996,30.111,39.8%,19.444000000000003,41.1%,6.111000000000001,53.9%,4.556,64.1%,17,14.765,39.1%,0.0,-,0.11800000000000001,0.059000000000000004,0.0,0.47100000000000003,13.059000000000001,36.5%,8.941,42.0%,1.9409999999999998,66.0%,2.176,77.1%,22.176,46.5%,0.59,32.3%,0.235,0.41200000000000003,0.0,0.17600000000000002,15.940999999999999,39.8%,10.294,41.1%,3.235,53.9%,2.412,64.1%,73,3.438,39.1%,0.0,-,0.027000000000000003,0.013999999999999999,0.0,0.11,3.0410000000000004,36.5%,2.069,42.0%,0.452,66.0%,0.507,77.1%,5.164,46.5%,0.14,32.3%,0.055,0.096,0.0,0.040999999999999995,3.7119999999999997,39.8%,2.397,41.1%,0.753,53.9%,0.562,64.1%
Lucie Pudilova,5,449,46.0%,0,0.0%,2,3,1,0,332,39.7%,270,36.5%,40,64.5%,22,64.7%,362,50.1%,3,21.4%,0,1,0,0,302,46.2%,197,38.9%,53,64.6%,52,81.3%,89.8,46.0%,0.0,0.0%,0.4,0.6,0.2,0.4,66.4,39.7%,54.0,36.5%,8.0,64.5%,4.4,64.7%,72.4,50.1%,0.6,21.4%,0.0,0.2,0.0,0.4,60.4,46.2%,39.4,38.9%,10.6,64.6%,10.4,81.3%,12,37.417,46.0%,0.0,0.0%,0.16699999999999998,0.25,0.083,0.16699999999999998,27.666999999999998,39.7%,22.5,36.5%,3.333,64.5%,1.8330000000000002,64.7%,30.166999999999998,50.1%,0.25,21.4%,0.0,0.083,0.0,0.16699999999999998,25.166999999999998,46.2%,16.417,38.9%,4.417,64.6%,4.333,81.3%,60,7.483,46.0%,0.0,0.0%,0.033,0.05,0.017,0.033,5.5329999999999995,39.7%,4.5,36.5%,0.667,64.5%,0.36700000000000005,64.7%,6.0329999999999995,50.1%,0.05,21.4%,0.0,0.017,0.0,0.033,5.033,46.2%,3.283,38.9%,0.883,64.6%,0.867,81.3%
Claudio Puelles,3,45,38.5%,3,23.1%,0,0,0,1,45,38.5%,25,27.8%,15,68.2%,5,100.0%,235,51.4%,1,50.0%,2,1,0,0,184,47.2%,106,38.4%,41,62.1%,37,77.1%,15.0,38.5%,1.0,23.1%,0.0,0.0,0.0,0.33299999999999996,15.0,38.5%,8.333,27.8%,5.0,68.2%,1.6669999999999998,100.0%,78.333,51.4%,0.33,50.0%,0.667,0.33299999999999996,0.0,0.0,61.333,47.2%,35.333,38.4%,13.667,62.1%,12.333,77.1%,8,5.625,38.5%,0.38,23.1%,0.0,0.0,0.0,0.125,5.625,38.5%,3.125,27.8%,1.875,68.2%,0.625,100.0%,29.375,51.4%,0.13,50.0%,0.25,0.125,0.0,0.0,23.0,47.2%,13.25,38.4%,5.125,62.1%,4.625,77.1%,29,1.5519999999999998,38.5%,0.1,23.1%,0.0,0.0,0.0,0.034,1.5519999999999998,38.5%,0.853,27.8%,0.517,68.2%,0.172,100.0%,8.103,51.4%,0.03,50.0%,0.069,0.034,0.0,0.0,6.345,47.2%,3.655,38.4%,1.4140000000000001,62.1%,1.276,77.1%
CM Punk,2,62,45.3%,1,11.1%,0,1,1,0,19,23.2%,10,15.6%,7,53.8%,2,40.0%,155,71.8%,2,100.0%,0,4,0,1,84,60.0%,74,58.3%,10,83.3%,0,0.0%,31.0,45.3%,0.5,11.1%,0.0,0.5,0.5,0.0,9.5,23.2%,5.0,15.6%,3.5,53.8%,1.0,40.0%,77.5,71.8%,1.0,100.0%,0.0,2.0,0.0,1.0,42.0,60.0%,37.0,58.3%,5.0,83.3%,0.0,0.0%,4,15.5,45.3%,0.25,11.1%,0.0,0.25,0.25,0.0,4.75,23.2%,2.5,15.6%,1.75,53.8%,0.5,40.0%,38.75,71.8%,0.5,100.0%,0.0,1.0,0.0,0.5,21.0,60.0%,18.5,58.3%,2.5,83.3%,0.0,0.0%,17,3.647,45.3%,0.06,11.1%,0.0,0.059000000000000004,0.059000000000000004,0.0,1.1179999999999999,23.2%,0.58,15.6%,0.41200000000000003,53.8%,0.11800000000000001,40.0%,9.118,71.8%,0.12,100.0%,0.0,0.235,0.0,0.11800000000000001,4.941,60.0%,4.353,58.3%,0.588,83.3%,0.0,0.0%
Mike Pyle,19,704,58.7%,16,37.2%,4,16,3,2,350,43.6%,235,36.0%,58,70.7%,57,80.3%,518,45.4%,9,25.7%,7,6,0,1,359,37.2%,224,27.7%,82,62.1%,53,73.6%,37.053000000000004,58.7%,0.84,37.2%,0.21100000000000002,0.8420000000000001,0.158,0.632,18.421,43.6%,12.368,36.0%,3.053,70.7%,3.0,80.3%,27.263,45.4%,0.47,25.7%,0.368,0.316,0.0,0.263,18.895,37.2%,11.789000000000001,27.7%,4.316,62.1%,2.7889999999999997,73.6%,37,19.027,58.7%,0.43,37.2%,0.10800000000000001,0.43200000000000005,0.081,0.324,9.459,43.6%,6.351,36.0%,1.568,70.7%,1.541,80.3%,14.0,45.4%,0.24,25.7%,0.18899999999999997,0.162,0.0,0.135,9.703,37.2%,6.053999999999999,27.7%,2.2159999999999997,62.1%,1.432,73.6%,150,4.6930000000000005,58.7%,0.11,37.2%,0.027000000000000003,0.107,0.02,0.08,2.333,43.6%,1.565,36.0%,0.387,70.7%,0.38,80.3%,3.4530000000000003,45.4%,0.06,25.7%,0.047,0.04,0.0,0.033,2.3930000000000002,37.2%,1.493,27.7%,0.547,62.1%,0.353,73.6%
Michel Quinones,2,71,29.6%,0,-,0,0,0,0,71,29.7%,19,12.0%,13,39.4%,39,81.3%,197,56.6%,7,63.6%,0,6,0,0,146,51.8%,99,46.0%,20,64.5%,27,75.0%,35.5,29.6%,0.0,-,0.0,0.0,0.0,0.0,35.5,29.7%,9.5,12.0%,6.5,39.4%,19.5,81.3%,98.5,56.6%,3.5,63.6%,0.0,3.0,0.0,0.0,73.0,51.8%,49.5,46.0%,10.0,64.5%,13.5,75.0%,5,14.2,29.6%,0.0,-,0.0,0.0,0.0,0.0,14.2,29.7%,3.8,12.0%,2.6,39.4%,7.8,81.3%,39.4,56.6%,1.4,63.6%,0.0,1.2,0.0,0.0,29.2,51.8%,19.8,46.0%,4.0,64.5%,5.4,75.0%,24,2.958,29.6%,0.0,-,0.0,0.0,0.0,0.0,2.958,29.7%,0.779,12.0%,0.542,39.4%,1.625,81.3%,8.208,56.6%,0.29,63.6%,0.0,0.25,0.0,0.0,6.082999999999999,51.8%,4.125,46.0%,0.833,64.5%,1.125,75.0%
Jose Quinonez,5,252,48.7%,12,50.0%,2,14,1,1,204,44.8%,119,35.2%,41,61.2%,44,88.0%,176,36.1%,3,42.9%,2,2,1,0,145,31.9%,64,19.6%,23,48.9%,58,71.6%,50.4,48.7%,2.4,50.0%,0.4,2.8,0.2,0.8,40.8,44.8%,23.8,35.2%,8.2,61.2%,8.8,88.0%,35.2,36.1%,0.6,42.9%,0.4,0.4,0.2,0.6,29.0,31.9%,12.8,19.6%,4.6,48.9%,11.6,71.6%,13,19.385,48.7%,0.92,50.0%,0.154,1.077,0.077,0.308,15.692,44.8%,9.154,35.2%,3.154,61.2%,3.385,88.0%,13.538,36.1%,0.23,42.9%,0.154,0.154,0.077,0.231,11.154000000000002,31.9%,4.923,19.6%,1.7690000000000001,48.9%,4.462,71.6%,62,4.065,48.7%,0.19,50.0%,0.032,0.226,0.016,0.065,3.29,44.8%,1.902,35.2%,0.6609999999999999,61.2%,0.71,88.0%,2.7939999999999996,36.1%,0.05,42.9%,0.032,0.032,0.016,0.048,2.302,31.9%,1.016,19.6%,0.365,48.9%,0.9209999999999999,71.6%
