,Fighter,Date,Event,Class,Opponent,Method,Result,Last_Round,Round_Time
3572,Darren Till,10/21/2017,UFC Fight Night: Cerrone vs. Till,Welterweight,Donald Cerrone,KO/TKO,Win,R1,4:20
3573,Darren Till,9/2/2017,UFC Fight Night: Volkov vs. Struve,Welterweight,Bojan Velickovic,Decision - Unanimous,Win,R3,0:00
3574,Darren Till,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Jessin Ayari,Decision - Unanimous,Win,R3,0:00
3575,Darren Till,10/24/2015,UFC Fight Night: Holohan vs Smolka,Welterweight,Nicolas Dalby,Decision - Majority,Draw,R3,0:00
3576,Darren Till,5/30/2015,UFC Fight Night: Condit vs Alves,Welterweight,Wendell Oliveira,KO/TKO,Win,R2,1:37
3577,Misha Cirkunov,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Light Heavyweight,Patrick Cummins,Submission,Win,R1,2:40
3578,Misha Cirkunov,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Light Heavyweight,Glover Teixeira,KO/TKO,Loss,R1,2:45
3579,Misha Cirkunov,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Light Heavyweight,Volkan Oezdemir,KO/TKO,Loss,R1,0:28
3580,Misha Cirkunov,12/10/2016,UFC 206: Holloway vs. Pettis,Light Heavyweight,Nikita Krylov,Submission,Win,R1,4:38
3581,Misha Cirkunov,6/18/2016,UFC Fight Night: MacDonald vs Thompson,Light Heavyweight,Ion Cutelaba,Submission,Win,R3,1:22
3582,Misha Cirkunov,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Light Heavyweight,Alex Nicholson,Submission,Win,R2,1:28
3583,Misha Cirkunov,8/23/2015,UFC Fight Night: Holloway vs Oliveira,Light Heavyweight,Daniel Jolly,KO/TKO,Win,R1,4:45
3584,Joaquim Silva,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Lightweight,Jared Gordon,KO/TKO,Win,R3,2:39
3585,Joaquim Silva,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Lightweight,Vinc Pichel,Decision - Unanimous,Loss,R3,0:00
3586,Joaquim Silva,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Lightweight,Reza Madadi,Decision - Split,Win,R3,0:00
3587,Joaquim Silva,7/8/2016,The Ultimate Fighter 23 Finale,Lightweight,Andrew Holbrook,KO/TKO,Win,R1,0:34
3588,Joaquim Silva,9/5/2015,UFC 191: Johnson vs Dodson 2,Lightweight,Nazareno Malegarie,Decision - Split,Win,R3,0:00
3589,Danny Roberts,7/22/2018,UFC Fight Night: Shogun vs. Smith,Welterweight,David Zawada,Decision - Split,Win,R3,0:00
3590,Danny Roberts,3/17/2018,UFC Fight Night: Werdum vs. Volkov,Welterweight,Oliver Enkamp,KO/TKO,Win,R1,2:12
3591,Danny Roberts,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Welterweight,Nordine Taleb,KO/TKO,Loss,R1,0:59
3592,Danny Roberts,7/16/2017,UFC Fight Night: Nelson vs. Ponzinibbio,Welterweight,Bobby Nash,KO/TKO,Win,R2,3:59
3593,Danny Roberts,10/8/2016,UFC 204: Bisping vs. Henderson,Welterweight,Mike Perry,KO/TKO,Loss,R3,4:40
3594,Danny Roberts,4/23/2016,UFC 197: Jones vs Saint Preux,Welterweight,Dominique Steele,Decision - Unanimous,Win,R3,0:00
3595,Danny Roberts,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Welterweight,Nathan Coy,Submission,Win,R1,2:46
3596,Enrique Barzola,5/19/2018,UFC Fight Night: Maia vs. Usman,Featherweight,Brandon Davis,Decision - Unanimous,Win,R3,0:00
3597,Enrique Barzola,1/20/2018,UFC 220: Miocic vs. Ngannou,Featherweight,Matt Bessette,Decision - Unanimous,Win,R3,0:00
3598,Enrique Barzola,5/13/2017,UFC 211: Miocic vs. Dos Santos,Featherweight,Gabriel Benitez,Decision - Unanimous,Win,R3,0:00
3599,Enrique Barzola,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Featherweight,Chris Avila,Decision - Unanimous,Win,R3,0:00
3600,Enrique Barzola,8/27/2016,UFC Fight Night: Maia vs. Condit,Featherweight,Kyle Bochniak,Decision - Split,Loss,R3,0:00
3601,Enrique Barzola,11/21/2015,UFC Fight Night 78: Magny vs Gastelum,Lightweight,Horacio Gutierrez,Decision - Unanimous,Win,R3,5:00
3602,Artem Lobov,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Featherweight,Michael Johnson,Decision - Unanimous,Loss,R3,0:00
3603,Artem Lobov,10/21/2017,UFC Fight Night: Cerrone vs. Till,Featherweight,Andre Fili,Decision - Unanimous,Loss,R3,0:00
3604,Artem Lobov,4/22/2017,UFC Fight Night: Swanson vs. Lobov,Featherweight,Cub Swanson,Decision - Unanimous,Loss,R5,0:00
3605,Artem Lobov,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Featherweight,Teruto Ishihara,Decision - Unanimous,Win,R3,0:00
3606,Artem Lobov,8/20/2016,UFC 202: Diaz vs. McGregor 2,Featherweight,Chris Avila,Decision - Unanimous,Win,R3,0:00
3607,Artem Lobov,2/6/2016,UFC Fight Night: Hendricks vs Thompson,Featherweight,Alex White,Decision - Unanimous,Loss,R3,0:00
3608,Artem Lobov,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Ryan Hall,Decision - Unanimous,Loss,R3,5:00
3609,Valentina Shevchenko,12/8/2018,UFC 231: Holloway vs. Ortega,Women's Flyweight,Joanna Jedrzejczyk,Decision - Unanimous,Title Win,R5,0:00
3610,Valentina Shevchenko,2/3/2018,UFC Fight Night: Machida vs. Anders,Women's Flyweight,Priscila Cachoeira,Submission,Win,R2,4:25
3611,Valentina Shevchenko,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Women's Bantamweight,Amanda Nunes,Decision - Split,Title Loss,R5,0:00
3612,Valentina Shevchenko,1/28/2017,UFC Fight Night: Shevchenko vs. Pena,Women's Bantamweight,Julianna Pena,Submission,Win,R2,4:29
3613,Valentina Shevchenko,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Women's Bantamweight,Holly Holm,Decision - Unanimous,Win,R5,0:00
3614,Valentina Shevchenko,3/5/2016,UFC 196: McGregor vs Diaz,Women's Bantamweight,Amanda Nunes,Decision - Unanimous,Loss,R3,0:00
3615,Valentina Shevchenko,12/19/2015,UFC on FOX: Dos Anjos vs. Cowboy 2,Women's Bantamweight,Sarah Kaufman,Decision - Split,Win,R3,0:00
3616,Alex Morono,11/24/2018,UFC Fight Night: Blaydes vs. Ngannou 2,Welterweight,Song Kenan,Decision - Unanimous,Win,R3,0:00
3617,Alex Morono,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Welterweight,Jordan Mein,Decision - Unanimous,Loss,R3,0:00
3618,Alex Morono,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Welterweight,Joshua Burkman,Submission,Win,R1,2:12
3619,Alex Morono,9/22/2017,UFC Fight Night: Saint Preux vs. Okami,Welterweight,Keita Nakamura,Decision - Split,Loss,R3,0:00
3620,Alex Morono,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Welterweight,Niko Price,KO/TKO,Loss,R2,5:00
3621,Alex Morono,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Welterweight,James Moontasri,Decision - Unanimous,Win,R3,0:00
3622,Alex Morono,1/2/2016,UFC 195: Lawler vs Condit,Welterweight,Kyle Noke,Decision - Split,Win,R3,0:00
3623,Marcin Tybura,7/22/2018,UFC Fight Night: Shogun vs. Smith,Heavyweight,Stefan Struve,Decision - Unanimous,Win,R3,0:00
3624,Marcin Tybura,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Heavyweight,Derrick Lewis,KO/TKO,Loss,R3,2:48
3625,Marcin Tybura,11/18/2017,UFC Fight Night: Werdum vs. Tybura,Heavyweight,Fabricio Werdum,Decision - Unanimous,Loss,R5,0:00
3626,Marcin Tybura,6/17/2017,UFC Fight Night: Holm vs. Correia,Heavyweight,Andrei Arlovski,Decision - Unanimous,Win,R3,0:00
3627,Marcin Tybura,3/4/2017,UFC 209: Woodley vs. Thompson 2,Heavyweight,Luis Henrique,KO/TKO,Win,R3,3:46
3628,Marcin Tybura,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Heavyweight,Viktor Pesta,KO/TKO,Win,R2,0:53
3629,Marcin Tybura,4/10/2016,UFC Fight Night: Rothwell vs Dos Santos,Heavyweight,Tim Johnson,Decision - Unanimous,Loss,R3,0:00
3630,Josh Emmett,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Featherweight,Jeremy Stephens,KO/TKO,Loss,R2,1:35
3631,Josh Emmett,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Featherweight,Ricardo Lamas,KO/TKO,Win,R1,4:33
3632,Josh Emmett,10/21/2017,UFC Fight Night: Cerrone vs. Till,Featherweight,Felipe Arantes,Decision - Unanimous,Win,R3,0:00
3633,Josh Emmett,4/8/2017,UFC 210: Cormier vs. Johnson 2,Lightweight,Desmond Green,Decision - Split,Loss,R3,0:00
3634,Josh Emmett,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Lightweight,Scott Holtzman,Decision - Unanimous,Win,R3,0:00
3635,Josh Emmett,5/8/2016,UFC Fight Night: Overeem vs Arlovski,Lightweight,Jon Tuck,Decision - Split,Win,R3,0:00
3636,Chase Sherman,9/22/2018,UFC Fight Night: Marreta vs. Anders,Heavyweight,Augusto Sakai,KO/TKO,Loss,R3,4:03
3637,Chase Sherman,4/21/2018,UFC Fight Night: Barboza vs. Lee,Heavyweight,Justin Willis,Decision - Unanimous,Loss,R3,0:00
3638,Chase Sherman,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Heavyweight,Shamil Abdurakhimov,KO/TKO,Loss,R1,1:24
3639,Chase Sherman,7/22/2017,UFC Fight Night: Weidman vs. Gastelum,Heavyweight,Damian Grabowski,Decision - Unanimous,Win,R3,0:00
3640,Chase Sherman,5/13/2017,UFC 211: Miocic vs. Dos Santos,Heavyweight,Rashad Coulter,KO/TKO,Win,R2,3:36
3641,Chase Sherman,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Heavyweight,Walt Harris,KO/TKO,Loss,R2,2:41
3642,Chase Sherman,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Heavyweight,Justin Ledet,Decision - Unanimous,Loss,R3,0:00
3643,Max Griffin,2/2/2019,UFC Fight Night: Assuncao vs. Moraes 2,Welterweight,Thiago Alves,,,,
3644,Max Griffin,7/7/2018,UFC 226: Miocic vs. Cormier,Welterweight,Curtis Millender,Decision - Unanimous,Loss,R3,0:00
3645,Max Griffin,2/24/2018,UFC Fight Night: Emmett vs. Stephens,Welterweight,Mike Perry,Decision - Unanimous,Win,R3,0:00
3646,Max Griffin,10/28/2017,UFC Fight Night: Brunson vs. Machida,Welterweight,Elizeu Zaleski dos Santos,Decision - Unanimous,Loss,R3,0:00
3647,Max Griffin,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Welterweight,Erick Montano,KO/TKO,Win,R1,0:54
3648,Max Griffin,8/20/2016,UFC 202: Diaz vs. McGregor 2,Welterweight,Colby Covington,KO/TKO,Loss,R3,2:18
3649,Zak Ottow,12/15/2018,UFC Fight Night: Lee vs. Iaquinta,Welterweight,Dwight Grant,Decision - Split,Win,R3,0:00
3650,Zak Ottow,7/14/2018,UFC Fight Night: Dos Santos vs. Ivanov,Welterweight,Sage Northcutt,KO/TKO,Loss,R2,3:13
3651,Zak Ottow,3/3/2018,UFC 222: Cyborg vs. Kunitskaya,Welterweight,Mike Pyle,KO/TKO,Win,R1,2:34
3652,Zak Ottow,11/25/2017,UFC Fight Night: Bisping vs. Gastelum,Welterweight,Li Jingliang,KO/TKO,Loss,R1,2:57
3653,Zak Ottow,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Welterweight,Kiichi Kunimoto,Decision - Split,Win,R3,0:00
3654,Zak Ottow,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Welterweight,Sergio Moraes,Decision - Split,Loss,R3,0:00
3655,Zak Ottow,10/1/2016,UFC Fight Night: Lineker vs. Dodson,Welterweight,Joshua Burkman,Decision - Split,Win,R3,0:00
3656,Darren Stewart,11/30/2018,UFC - TUF 28 Finale,Middleweight,Edmen Shahbazyan,Decision - Split,Loss,R3,0:00
3657,Darren Stewart,9/8/2018,UFC 228: Woodley vs. Till,Middleweight,Charles Byrd,KO/TKO,Win,R2,2:17
3658,Darren Stewart,5/27/2018,UFC Fight Night: Thompson vs. Till,Middleweight,Eric Spicely,KO/TKO,Win,R2,1:47
3659,Darren Stewart,12/16/2017,UFC Fight Night: Lawler vs. Dos Anjos,Middleweight,Julian Marquez,Submission,Loss,R2,2:42
3660,Darren Stewart,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Middleweight,Karl Roberson,Submission,Loss,R1,3:41
3661,Darren Stewart,3/18/2017,UFC Fight Night: Manuwa vs. Anderson,Light Heavyweight,Francimar Barroso,Decision - Unanimous,Loss,R3,0:00
3662,Darren Stewart,11/19/2016,UFC Fight Night: Bader vs. Nogueira,Light Heavyweight,Francimar Barroso,Overturned,Draw,R1,1:34
3663,Dominick Cruz,12/30/2016,UFC 207: Nunes vs. Rousey,Bantamweight,Cody Garbrandt,Decision - Unanimous,Title Loss,R5,0:00
3664,Dominick Cruz,6/4/2016,UFC 199: Rockhold vs. Bisping 2,Bantamweight,Urijah Faber,Decision - Unanimous,Title Win,R5,0:00
3665,Dominick Cruz,1/17/2016,UFC Fight Night: Dillashaw vs Cruz,Bantamweight,TJ Dillashaw,Decision - Split,Title Win,R5,0:00
3666,Dominick Cruz,9/27/2014,UFC 178: Johnson vs Cariaso,Bantamweight,Takeya Mizugaki,KO/TKO,Win,R1,1:01
3667,Dominick Cruz,10/1/2011,UFC on Versus 6,Bantamweight,Demetrious Johnson,Decision - Unanimous,Title Win,R5,0:00
3668,Dominick Cruz,7/2/2011,UFC 132: Cruz vs. Faber,Bantamweight,Urijah Faber,Decision - Unanimous,Title Win,R5,0:00
3669,Todd Duffee,7/15/2015,UFC Fight Night: Mir vs Duffee,Heavyweight,Frank Mir,KO/TKO,Loss,R1,1:13
3670,Todd Duffee,12/6/2014,UFC 181: Hendricks vs Lawler II,Heavyweight,Anthony Hamilton,KO/TKO,Win,R1,0:33
3671,Todd Duffee,12/29/2012,UFC 155: Dos Santos vs. Velasquez 2,Heavyweight,Philip De Fries,KO/TKO,Win,R1,2:04
3672,Todd Duffee,5/29/2010,UFC 114: Jackson vs. Evans,Heavyweight,Mike Russow,KO/TKO,Loss,R3,2:35
3673,Todd Duffee,8/29/2009,UFC 102: Couture vs. Nogueira,Heavyweight,Tim Hague,KO/TKO,Win,R1,0:07
3674,Kiichi Kunimoto,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Welterweight,Zak Ottow,Decision - Split,Loss,R3,0:00
3675,Kiichi Kunimoto,2/14/2015,UFC Fight Night: Henderson vs Thatch,Welterweight,Neil Magny,Submission,Loss,R3,1:22
3676,Kiichi Kunimoto,9/20/2014,UFC Fight Night: Hunt vs Nelson,Welterweight,Richard Walsh,Decision - Split,Win,R3,0:00
3677,Kiichi Kunimoto,6/14/2014,UFC 174: Johnson vs. Bagautinov,Welterweight,Daniel Sarafian,Submission,Win,R1,2:52
3678,Kiichi Kunimoto,1/4/2014,UFC Fight Night 34: Saffiedine vs. Lim,Welterweight,Luiz Dutra,DQ,Win,R1,2:57
3679,Nico Musoke,5/28/2017,UFC Fight Night: Gustafsson vs. Teixeira,Welterweight,Bojan Velickovic,KO/TKO,Loss,R3,4:37
3680,Nico Musoke,1/24/2015,UFC Fight Night: Gustafsson vs Johnson,Welterweight,Albert Tumenov,Decision - Unanimous,Loss,R3,0:00
3681,Nico Musoke,10/4/2014,UFC Fight Night: Nelson vs Story,Welterweight,Alexander Yakovlev,Decision - Unanimous,Win,R3,0:00
3682,Nico Musoke,6/28/2014,UFC Fight Night 44: Swanson vs. Stephens,Welterweight,Kelvin Gastelum,Decision - Unanimous,Loss,R3,0:00
3683,Nico Musoke,2/15/2014,UFC Fight Night 36: Machida vs. Mousasi,Welterweight,Viscardi Andrade,Decision - Unanimous,Win,R3,0:00
3684,Nico Musoke,10/26/2013,UFC Fight Night 30: Machida vs. Munoz,Middleweight,Alessio Sakara,Submission,Win,R1,3:07
3685,Vinc Pichel,6/1/2018,UFC Fight Night: Rivera vs. Moraes,Lightweight,Gregor Gillespie,Submission,Loss,R2,4:06
3686,Vinc Pichel,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Lightweight,Joaquim Silva,Decision - Unanimous,Win,R3,0:00
3687,Vinc Pichel,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Lightweight,Damien Brown,KO/TKO,Win,R1,3:37
3688,Vinc Pichel,5/24/2014,UFC 173: Barao vs. Dillashaw,Lightweight,Anthony Njokuani,Decision - Unanimous,Win,R3,0:00
3689,Vinc Pichel,1/15/2014,UFC Fight Night 35: Rockhold vs. Philippou,Lightweight,Garett Whiteley,Decision - Unanimous,Win,R3,0:00
3690,Vinc Pichel,12/15/2012,UFC - TUF 16 Finale,Lightweight,Rustam Khabilov,KO/TKO,Loss,R1,2:15
3691,Tarec Saffiedine,6/17/2017,UFC Fight Night: Holm vs. Correia,Welterweight,Rafael Dos Anjos,Decision - Unanimous,Loss,R3,0:00
3692,Tarec Saffiedine,12/30/2016,UFC 207: Nunes vs. Rousey,Welterweight,Dong Hyun Kim,Decision - Split,Loss,R3,0:00
3693,Tarec Saffiedine,5/29/2016,UFC Fight Night: Almeida vs Garbrandt,Welterweight,Rick Story,Decision - Unanimous,Loss,R3,0:00
3694,Tarec Saffiedine,1/30/2016,UFC Fight Night: Johnson vs. Bader,Welterweight,Jake Ellenberger,Decision - Unanimous,Win,R3,0:00
3695,Tarec Saffiedine,10/4/2014,UFC Fight Night: MacDonald vs Saffiedine,Welterweight,Rory MacDonald,KO/TKO,Loss,R3,1:28
3696,Tarec Saffiedine,1/4/2014,UFC Fight Night 34: Saffiedine vs. Lim,Welterweight,Hyun Gyu Lim,Decision - Unanimous,Win,R5,0:00
3697,Douglas Silva de Andrade,12/29/2018,UFC 232: Jones vs. Gustafsson 2,Bantamweight,Petr Yan,,,,
3698,Douglas Silva de Andrade,2/3/2018,UFC Fight Night: Machida vs. Anders,Bantamweight,Marlon Vera,Decision - Unanimous,Win,R3,0:00
3699,Douglas Silva de Andrade,7/8/2017,UFC 213: Romero vs. Whittaker,Bantamweight,Rob Font,Submission,Loss,R2,4:36
3700,Douglas Silva de Andrade,11/5/2016,UFC Fight Night: Dos Anjos vs. Ferguson,Bantamweight,Henry Briones,KO/TKO,Win,R3,2:33
3701,Douglas Silva de Andrade,2/22/2015,UFC Fight Night: Bigfoot vs Mir,Bantamweight,Cody Gibson,Decision - Unanimous,Win,R3,0:00
3702,Douglas Silva de Andrade,2/15/2014,UFC Fight Night 36: Machida vs. Mousasi,Featherweight,Zubaira Tukhugov,Decision - Unanimous,Loss,R3,0:00
3703,Zubaira Tukhugov,5/14/2016,UFC 198: Werdum vs Miocic,Featherweight,Renato Moicano,Decision - Split,Loss,R3,0:00
3704,Zubaira Tukhugov,12/10/2015,UFC Fight Night: Namajunas vs. VanZant,Featherweight,Phillipe Nover,Decision - Split,Win,R3,0:00
3705,Zubaira Tukhugov,10/4/2014,UFC Fight Night: Nelson vs Story,Featherweight,Ernest Chavez,KO/TKO,Win,R1,4:21
3706,Zubaira Tukhugov,2/15/2014,UFC Fight Night 36: Machida vs. Mousasi,Featherweight,Douglas Silva de Andrade,Decision - Unanimous,Win,R3,0:00
3707,Chris Gruetzemacher,4/7/2018,UFC 223: Khabib vs. Iaquinta,Lightweight,Joe Lauzon,KO/TKO,Win,R2,5:00
3708,Chris Gruetzemacher,12/9/2017,UFC Fight Night: Swanson vs. Ortega,Lightweight,Davi Ramos,Submission,Loss,R3,0:50
3709,Chris Gruetzemacher,2/4/2017,UFC Fight Night: Bermudez vs. The Korean Zombie,Featherweight,Chas Skelly,Submission,Loss,R2,2:01
3710,Chris Gruetzemacher,12/11/2015,The Ultimate Fighter 22 Finale,Lightweight,Abner Lloveras,Decision - Unanimous,Win,R3,0:00
3711,Luke Sanders,2/17/2019,UFC Fight Night: Phoenix,Bantamweight,Renan Barao,,,,
3712,Luke Sanders,8/25/2018,UFC Fight Night: Gaethje vs. Vick,Bantamweight,Rani Yahya,Submission,Loss,R1,1:31
3713,Luke Sanders,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Bantamweight,Patrick Williams,Decision - Unanimous,Win,R3,0:00
3714,Luke Sanders,12/9/2017,UFC Fight Night: Swanson vs. Ortega,Bantamweight,Andre Soukhamthath,KO/TKO,Loss,R2,1:06
3715,Luke Sanders,3/4/2017,UFC 209: Woodley vs. Thompson 2,Bantamweight,Iuri Alcantara,Submission,Loss,R2,3:13
3716,Luke Sanders,1/17/2016,UFC Fight Night: Dillashaw vs Cruz,Featherweight,Maximo Blanco,Submission,Win,R1,3:38
3717,Dominique Steele,6/10/2017,UFC Fight Night: Lewis vs. Hunt,Welterweight,Luke Jumeau,Decision - Unanimous,Loss,R3,0:00
3718,Dominique Steele,8/6/2016,UFC Fight Night: Rodriguez vs. Caceres,Welterweight,Court McGee,Decision - Unanimous,Loss,R3,0:00
3719,Dominique Steele,4/23/2016,UFC 197: Jones vs Saint Preux,Welterweight,Danny Roberts,Decision - Unanimous,Loss,R3,0:00
3720,Dominique Steele,11/28/2015,UFC Fight Night: Henderson vs Masvidal,Welterweight,Dong Hyun Kim,KO/TKO,Win,R3,0:27
3721,Dominique Steele,7/25/2015,UFC on FOX: Dillashaw vs. Barao II,Middleweight,Zak Cummings,KO/TKO,Loss,R1,0:43
3722,Michelle Waterson,10/6/2018,UFC 229: Khabib vs. McGregor,Women's Strawweight,Felice Herrig,Decision - Unanimous,Win,R3,0:00
3723,Michelle Waterson,4/14/2018,UFC Fight Night: Poirier vs. Gaethje,Women's Strawweight,Cortney Casey,Decision - Split,Win,R3,0:00
3724,Michelle Waterson,12/2/2017,UFC 218: Holloway vs. Aldo 2,Women's Strawweight,Tecia Torres,Decision - Unanimous,Loss,R3,0:00
3725,Michelle Waterson,4/15/2017,UFC Fight Night: Johnson vs. Reis,Women's Strawweight,Rose Namajunas,Submission,Loss,R2,2:47
3726,Michelle Waterson,12/17/2016,UFC Fight Night: VanZant vs. Waterson,Women's Strawweight,Paige VanZant,Submission,Win,R1,3:21
3727,Michelle Waterson,7/12/2015,The Ultimate Fighter 21 Finale,Women's Strawweight,Angela Magana,Submission,Win,R3,2:38
3728,Alexander Yakovlev,11/19/2016,UFC Fight Night: Mousasi vs. Hall 2,Welterweight,Zak Cummings,Submission,Loss,R2,4:02
3729,Alexander Yakovlev,7/23/2016,UFC Fight Night: Holm vs. Shevchenko,Welterweight,Kamaru Usman,Decision - Unanimous,Loss,R3,0:00
3730,Alexander Yakovlev,1/30/2016,UFC Fight Night: Johnson vs. Bader,Welterweight,George Sullivan,KO/TKO,Win,R1,3:59
3731,Alexander Yakovlev,4/4/2015,UFC Fight Night: Mendes vs Lamas,Lightweight,Gray Maynard,Decision - Unanimous,Win,R3,0:00
3732,Alexander Yakovlev,10/4/2014,UFC Fight Night: Nelson vs Story,Welterweight,Nico Musoke,Decision - Unanimous,Loss,R3,0:00
3733,Alexander Yakovlev,5/31/2014,UFC - TUF Brazil 3 Finale,Welterweight,Demian Maia,Decision - Unanimous,Loss,R3,0:00
3734,Ruslan Magomedov,10/3/2015,UFC 192: Cormier vs Gustafsson,Heavyweight,Shawn Jordan,Decision - Unanimous,Win,R3,0:00
3735,Ruslan Magomedov,11/22/2014,UFC Fight Night: Edgar vs Swanson,Heavyweight,Josh Copeland,Decision - Unanimous,Win,R3,0:00
3736,Ruslan Magomedov,5/31/2014,UFC Fight Night 41: Munoz vs. Mousasi,Heavyweight,Viktor Pesta,Decision - Unanimous,Win,R3,0:00
3737,Johnny Case,6/25/2017,UFC Fight Night: Chiesa vs. Lee,Lightweight,Anthony Rocco Martin,Decision - Unanimous,Loss,R3,0:00
3738,Johnny Case,3/19/2016,UFC Fight Night: Hunt vs Mir,Lightweight,Jake Matthews,Submission,Loss,R3,4:45
3739,Johnny Case,11/7/2015,UFC Fight Night: Belfort vs Henderson,Lightweight,Yan Cabral,Decision - Unanimous,Win,R3,0:00
3740,Johnny Case,6/13/2015,UFC 188: Velasquez vs Werdum,Lightweight,Francisco Trevino,Decision - Unanimous,Win,R3,0:00
3741,Johnny Case,1/18/2015,UFC Fight Night: McGregor vs Siver,Lightweight,Frankie Perez,KO/TKO,Win,R3,1:54
3742,Johnny Case,9/20/2014,UFC Fight Night: Hunt vs Nelson,Lightweight,Kazuki Tokudome,Submission,Win,R2,2:34
3743,Sarah Moras,10/27/2018,UFC Fight Night: Oezdemir vs. Smith,Women's Bantamweight,Talita Bernardo,Decision - Unanimous,Loss,R3,0:00
3744,Sarah Moras,2/18/2018,UFC Fight Night: Cerrone vs. Medeiros,Women's Bantamweight,Lucie Pudilova,Decision - Unanimous,Loss,R3,0:00
3745,Sarah Moras,9/9/2017,UFC 215: Nunes vs Shevchenko 2,Women's Bantamweight,Ashlee Evans-Smith,Submission,Win,R1,2:51
3746,Sarah Moras,7/15/2015,UFC Fight Night: Mir vs Duffee,Women's Bantamweight,Jessica Andrade,Decision - Unanimous,Loss,R3,0:00
3747,Sarah Moras,7/6/2014,TUF 19 Finale,Catch Weight,Alexis Dufresne,Decision - Unanimous,Win,R3,0:00
3748,Mirsad Bektic,6/9/2018,UFC 225: Whittaker vs. Romero 2,Featherweight,Ricardo Lamas,Decision - Split,Win,R3,0:00
3749,Mirsad Bektic,1/27/2018,UFC Fight Night: Jacare vs. Brunson 2,Featherweight,Godofredo Pepey,KO/TKO,Win,R1,2:47
3750,Mirsad Bektic,3/4/2017,UFC 209: Woodley vs. Thompson 2,Featherweight,Darren Elkins,KO/TKO,Loss,R3,3:19
3751,Mirsad Bektic,10/8/2016,UFC 204: Bisping vs. Henderson,Featherweight,Russell Doane,Submission,Win,R1,4:22
3752,Mirsad Bektic,5/30/2015,UFC Fight Night: Condit vs Alves,Featherweight,Lucas Martins,KO/TKO,Win,R2,0:30
3753,Mirsad Bektic,1/24/2015,UFC Fight Night: Gustafsson vs Johnson,Featherweight,Paul Redmond,Decision - Unanimous,Win,R3,0:00
3754,Nina Ansaroff,12/8/2018,UFC 231: Holloway vs. Ortega,Women's Strawweight,Claudia Gadelha,Decision - Unanimous,Win,R3,0:00
3755,Nina Ansaroff,7/28/2018,UFC Fight Night: Alvarez vs. Poirier 2,Women's Strawweight,Randa Markos,Decision - Unanimous,Win,R3,0:00
3756,Nina Ansaroff,11/11/2017,UFC Fight Night: Poirier vs. Pettis,Women's Strawweight,Angela Hill,Decision - Unanimous,Win,R3,0:00
3757,Nina Ansaroff,1/15/2017,UFC Fight Night: Rodriguez vs. Penn,Women's Strawweight,Jocelyn Jones-Lybarger,Submission,Win,R3,3:39
